,date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied
737,2020-12-16,MN,27,386471,4634,7221,7221,7221,73.7,73.7,73.7,9798,9798,9798,1409,1408,1410,14.38,14.38,14.38,9798,9798,9798,761,761,761,78.53,78.53,78.53,969,969,969
738,2020-12-16,MS,28,185643,4294,5306,5296,5315,66.19,65.81,66.56,8016,8005,8027,1302,1296,1308,16.24,15.87,16.62,8016,8005,8027,738,738,738,86.21,86.21,86.21,856,856,856
739,2020-12-16,MO,29,374010,5043,11649,11649,11649,77.84,77.84,77.84,14965,14965,14965,2632,2631,2633,17.59,17.59,17.59,14965,14965,14965,1549,1549,1549,84.78,84.78,84.78,1827,1827,1827
740,2020-12-16,MT,30,74764,836,1902,1902,1902,67.18,67.18,67.18,2831,2831,2831,325,325,325,11.48,11.48,11.48,2831,2831,2831,162,161,163,72.65,72.65,72.65,223,223,223
741,2020-12-16,NE,31,153244,1472,3354,3354,3354,69.35,69.35,69.35,4836,4836,4836,668,667,668,14.03,14.03,14.03,4836,4836,4836,414,412,416,71.75,70.96,72.54,577,575,579
742,2020-12-16,NV,32,194461,2659,6034,6034,6034,81.76,81.76,81.76,7380,7380,7380,1958,1958,1958,27.16,27.16,27.16,7380,7380,7380,823,822,824,88.12,88.12,88.12,934,934,934
743,2020-12-16,NH,33,33433,625,2019,2019,2019,72.89,72.89,72.89,2770,2770,2770,322,322,323,11.64,11.64,11.64,2770,2770,2770,178,178,178,63.8,63.8,63.8,279,279,279
744,2020-12-16,NJ,34,416983,18003,14980,14980,14980,76.09,76.09,76.09,19686,19686,19686,3761,3761,3761,19.1,19.1,19.1,19686,19686,19686,1631,1631,1631,66.65,66.65,66.65,2447,2447,2447
745,2020-12-16,NM,35,124357,2049,2946,2919,2972,77.11,74.85,79.37,3820,3785,3855,792,787,796,20.72,19.77,21.67,3820,3785,3855,440,437,444,101.38,98.5,104.26,434,430,439
746,2020-12-16,NY,36,808929,35522,35338,35300,35377,70.15,69.89,70.41,50377,50323,50431,6906,6906,6906,13.71,13.71,13.71,50377,50323,50431,3535,3535,3535,61.33,61.33,61.33,5764,5764,5764
747,2020-12-16,NC,37,453628,6030,17112,17112,17112,79.55,79.55,79.55,21511,21511,21511,3029,2909,3149,14.67,14.67,14.67,21511,21511,21511,2102,2102,2102,83.12,83.12,83.12,2529,2529,2529
748,2020-12-16,ND,38,88692,1201,1488,1488,1488,72.09,72.09,72.09,2064,2064,2064,317,317,317,15.36,15.36,15.36,2064,2064,2064,123,123,123,59.71,59.71,59.71,206,206,206
749,2020-12-16,OH,39,584766,7777,21131,21130,21132,73.45,73.42,73.49,28768,28762,28774,5492,5465,5519,19.13,19.13,19.13,28768,28762,28774,3190,3189,3191,77.75,77.75,77.75,4103,4103,4103
750,2020-12-16,OK,40,245229,2128,6974,6945,7004,73.9,72.86,74.94,9438,9397,9479,1713,1706,1720,18.43,17.91,18.94,9438,9397,9479,984,978,990,89.37,87.76,90.99,1101,1095,1107
751,2020-12-16,OR,41,97625,1267,4944,4944,4944,74.29,74.29,74.29,6655,6655,6655,672,672,672,10.1,10.1,10.1,6655,6655,6655,546,546,546,68.94,68.94,68.94,792,792,792
752,2020-12-16,PA,42,525199,13200,25216,25216,25216,78.34,78.34,78.34,32189,32189,32189,6989,6989,6989,21.95,21.95,21.95,32189,32189,32189,3360,3360,3360,83.15,83.15,83.15,4041,4041,4041
753,2020-12-16,RI,44,76209,1590,2119,1954,2284,89.48,69.61,109.36,2368,2201,2535,520,520,520,21.96,21.96,21.96,2368,2201,2535,146,146,146,89.02,89.02,89.02,164,164,164
754,2020-12-16,SC,45,260119,4800,8154,8154,8154,83.99,83.99,83.99,9708,9708,9708,1386,1385,1387,14.28,14.28,14.28,9708,9708,9708,1024,1024,1024,81.01,81.01,81.01,1264,1264,1264
755,2020-12-16,SD,46,92604,1300,1508,1508,1508,64.06,64.06,64.06,2354,2354,2354,377,377,377,16.02,16.02,16.02,2354,2354,2354,178,178,178,73.25,73.25,73.25,243,243,243
756,2020-12-16,TN,47,471348,5610,12709,12709,12709,77.28,77.28,77.28,16446,16446,16446,3046,3046,3047,19.1,19.1,19.1,16446,16446,16446,1898,1898,1898,88.24,88.24,88.24,2151,2151,2151
757,2020-12-16,TX,48,1535323,25078,49497,49158,49835,76.23,74.77,77.68,64933,64623,65244,10156,10155,10158,15.68,15.3,16.06,64933,64623,65244,6657,6646,6668,90.25,89.88,90.62,7376,7368,7384
758,2020-12-16,UT,49,240715,1102,3205,3205,3205,61.42,61.42,61.42,5218,5218,5218,558,558,558,10.69,10.69,10.69,5218,5218,5218,456,456,456,73.31,73.31,73.31,622,622,622
759,2020-12-16,VT,50,6009,105,732,732,732,62.3,62.3,62.3,1175,1175,1175,31,31,31,2.64,2.64,2.64,1175,1175,1175,68,68,68,65.38,65.38,65.38,104,104,104
760,2020-12-16,VA,51,292240,4508,11993,11985,12001,73.37,73.37,73.37,16347,16347,16347,2249,2249,2249,13.76,13.76,13.76,16347,16347,16347,1470,1466,1474,74.39,74.39,74.39,1976,1976,1976
761,2020-12-16,WA,53,215310,3139,8699,8699,8699,69.7,69.7,69.7,12481,12481,12481,1190,1190,1190,9.53,9.53,9.53,12481,12481,12481,988,988,988,72.97,72.97,72.97,1354,1354,1354
762,2020-12-16,WV,54,66849,1039,3873,3873,3873,77.18,77.18,77.18,5018,5018,5018,806,805,806,16.05,16.05,16.05,5018,5018,5018,508,508,508,83.55,83.55,83.55,608,608,608
763,2020-12-16,WI,55,478162,4499,8377,8360,8394,68.39,67.91,68.88,12248,12221,12275,1569,1566,1572,13.1,12.88,13.32,12248,12221,12275,1042,1041,1044,64.83,64.45,65.22,1608,1605,1611
764,2020-12-16,WY,56,40310,328,672,667,676,47.22,45.79,48.65,1422,1411,1433,178,177,179,12.62,11.89,13.34,1422,1411,1433,66,65,67,51.97,48.34,55.6,127,124,130
765,2020-12-17,AL,1,310335,4254,11010,10753,11268,78.13,72.34,83.91,14093,13771,14415,2509,2507,2511,17.8,15.87,19.73,14093,13771,14415,1308,1275,1340,90.61,83.89,97.33,1443,1407,1479
766,2020-12-17,AK,2,42639,176,898,898,898,62.97,62.97,62.97,1426,1426,1426,121,121,121,8.49,8.49,8.49,1426,1426,1426,95,95,95,76.0,76.0,76.0,125,125,125
767,2020-12-17,AZ,4,438514,7711,11148,11145,11151,79.11,78.97,79.25,14092,14081,14103,3890,3889,3891,27.65,27.56,27.73,14092,14081,14103,1593,1593,1593,73.82,73.82,73.82,2158,2158,2158
768,2020-12-17,AR,5,194543,3112,5716,5699,5734,74.16,73.34,74.99,7708,7679,7737,1110,1106,1113,14.39,14.02,14.77,7708,7679,7737,830,825,835,81.77,79.6,83.95,1015,1004,1026
769,2020-12-17,CA,6,1761341,22155,49843,49838,49848,78.7,78.67,78.73,63335,63327,63343,16820,16820,16820,26.56,26.56,26.56,63335,63327,63343,6742,6742,6742,86.42,86.42,86.42,7801,7801,7801
770,2020-12-17,CO,8,302086,4265,7176,7176,7176,70.41,70.41,70.41,10192,10192,10192,1544,1544,1544,15.15,15.15,15.15,10192,10192,10192,983,983,983,64.59,64.59,64.59,1522,1522,1522
771,2020-12-17,CT,9,160102,5552,6038,6038,6038,75.35,75.35,75.35,8013,8013,8013,1369,1368,1370,17.08,17.08,17.08,8013,8013,8013,666,666,666,60.49,60.49,60.49,1101,1101,1101
772,2020-12-17,DE,10,48768,845,1833,1833,1833,71.63,71.63,71.63,2559,2559,2559,451,451,451,17.62,17.62,17.62,2559,2559,2559,167,167,167,86.53,86.53,86.53,193,193,193
773,2020-12-17,DC,11,25830,725,2418,2418,2418,82.5,82.5,82.5,2931,2931,2931,309,309,309,10.54,10.54,10.54,2931,2931,2931,296,296,296,86.05,86.05,86.05,344,344,344
774,2020-12-17,FL,12,1168475,20304,42926,42914,42937,82.29,81.97,82.6,52166,52077,52255,5730,5729,5730,11.19,11.07,11.3,52166,52077,52255,5300,5300,5300,83.89,83.89,83.89,6318,6318,6318
775,2020-12-17,GA,13,548646,9974,15998,15998,15998,84.22,84.22,84.22,18995,18995,18995,3617,3617,3617,19.04,19.04,19.04,18995,18995,18995,2370,2369,2371,89.47,89.47,89.47,2649,2649,2649
776,2020-12-17,HI,15,19781,278,1754,1754,1754,70.84,70.84,70.84,2476,2476,2476,73,70,75,2.93,2.93,2.93,2476,2476,2476,158,158,158,71.17,71.17,71.17,222,222,222
777,2020-12-17,ID,16,127224,1266,1874,1874,1874,59.78,59.78,59.78,3135,3135,3135,447,447,447,14.26,14.26,14.26,3135,3135,3135,245,245,245,83.62,83.62,83.62,293,293,293
778,2020-12-17,IL,17,881229,15987,20671,20671,20671,71.36,71.36,71.36,28968,28968,28968,4732,4732,4732,16.34,16.34,16.34,28968,28968,28968,2460,2460,2460,69.75,69.75,69.75,3527,3527,3527
779,2020-12-17,IN,18,450074,7180,11346,11346,11346,69.09,69.09,69.09,16422,16422,16422,3030,3030,3030,18.45,18.45,18.45,16422,16422,16422,1697,1697,1697,79.41,79.41,79.41,2137,2137,2137
780,2020-12-17,IA,19,262210,3451,5076,5070,5082,65.27,65.27,65.27,7777,7777,7777,700,700,701,9.13,9.13,9.13,7777,7777,7777,499,499,499,72.32,72.32,72.32,690,690,690
781,2020-12-17,KS,20,198189,2253,4886,4886,4886,62.22,62.22,62.22,7853,7853,7853,1103,1103,1103,14.05,14.05,14.05,7853,7853,7853,678,676,681,83.97,83.97,83.97,808,808,808
782,2020-12-17,KY,21,237160,2575,7501,7493,7509,62.23,62.23,62.23,12054,12054,12054,1742,1742,1742,14.45,14.45,14.45,12054,12054,12054,1200,1200,1200,72.82,72.82,72.82,1648,1648,1648
783,2020-12-17,LA,22,279321,6964,9086,9084,9087,71.78,71.78,71.78,12657,12657,12657,1331,1325,1337,10.71,10.71,10.71,12657,12657,12657,1414,1414,1414,77.69,77.69,77.69,1820,1820,1820
784,2020-12-17,ME,23,17901,276,1995,1995,1995,70.02,70.02,70.02,2849,2849,2849,234,234,234,8.21,8.21,8.21,2849,2849,2849,233,233,233,71.47,71.19,71.76,326,326,326
785,2020-12-17,MD,24,244247,5319,7861,7705,8017,82.72,82.72,82.72,9503,9311,9695,1937,1896,1978,20.38,20.38,20.38,9503,9311,9695,1026,1012,1040,79.91,79.91,79.91,1284,1264,1304
786,2020-12-17,MA,25,309247,11558,11656,11656,11656,77.25,77.25,77.25,15089,15089,15089,1723,1723,1723,11.42,11.42,11.42,15089,15089,15089,1033,1033,1033,71.05,71.05,71.05,1454,1454,1454
787,2020-12-17,MI,26,486831,11793,15799,15799,15799,76.51,76.51,76.51,20649,20649,20649,3353,3352,3354,16.24,16.24,16.24,20649,20649,20649,2132,2132,2132,80.79,80.79,80.79,2639,2639,2639
788,2020-12-17,MN,27,389230,4717,7242,7242,7242,73.88,73.88,73.88,9803,9803,9803,1320,1317,1322,13.46,13.46,13.46,9803,9803,9803,743,742,744,77.28,76.98,77.57,962,960,963
789,2020-12-17,MS,28,187904,4320,5250,5250,5250,65.5,65.5,65.5,8015,8015,8015,1293,1293,1293,16.13,16.13,16.13,8015,8015,8015,728,728,728,85.35,85.35,85.35,853,853,853
790,2020-12-17,MO,29,378014,5101,11841,11841,11841,76.82,76.82,76.82,15414,15414,15414,2688,2686,2690,17.44,17.44,17.44,15414,15414,15414,1528,1528,1528,83.41,83.41,83.41,1832,1832,1832
791,2020-12-17,MT,30,75545,849,1915,1915,1915,68.0,68.0,68.0,2816,2816,2816,281,281,281,9.98,9.98,9.98,2816,2816,2816,161,161,161,71.88,71.88,71.88,224,224,224
792,2020-12-17,NE,31,154425,1482,3312,3312,3312,68.71,68.71,68.71,4820,4820,4820,622,622,622,13.12,13.12,13.12,4820,4820,4820,424,424,424,73.61,73.61,73.61,576,576,576
793,2020-12-17,NV,32,197059,2680,6048,6048,6048,81.64,81.64,81.64,7408,7408,7408,1912,1912,1912,26.39,26.39,26.39,7408,7408,7408,832,832,832,89.37,89.37,89.37,931,931,931
794,2020-12-17,NH,33,34264,629,1919,1919,1919,69.28,69.28,69.28,2770,2770,2770,299,299,299,10.79,10.79,10.79,2770,2770,2770,169,169,169,60.36,60.36,60.36,280,280,280
795,2020-12-17,NJ,34,421238,18080,14694,14694,14694,74.81,74.81,74.81,19643,19643,19643,3700,3700,3700,18.84,18.84,18.84,19643,19643,19643,1603,1603,1603,65.89,65.89,65.89,2433,2433,2433
796,2020-12-17,NM,35,126045,2103,2890,2883,2896,75.58,75.58,75.58,3823,3823,3823,820,814,825,21.44,21.44,21.44,3823,3823,3823,422,420,423,97.57,97.57,97.57,432,432,432
797,2020-12-17,NY,36,819427,35647,34593,34593,34593,68.66,68.66,68.66,50383,50383,50383,6887,6842,6932,13.67,13.67,13.67,50383,50383,50383,3556,3556,3557,61.68,61.68,61.68,5766,5766,5766
798,2020-12-17,NC,37,458739,6120,16998,16998,16998,79.08,79.08,79.08,21495,21495,21495,2986,2866,3106,14.49,14.49,14.49,21495,21495,21495,2071,2071,2071,82.67,82.67,82.67,2505,2505,2505
799,2020-12-17,ND,38,89069,1210,1465,1465,1465,71.43,71.43,71.43,2051,2051,2051,292,292,292,14.24,14.24,14.24,2051,2051,2051,129,129,129,63.24,63.24,63.24,204,204,204
800,2020-12-17,OH,39,596178,7894,20721,20721,20721,71.23,71.23,71.23,29090,29090,29090,5322,5295,5349,18.33,18.33,18.33,29090,29090,29090,3166,3165,3167,76.66,76.66,76.66,4130,4130,4130
801,2020-12-17,OK,40,248204,2144,7089,7089,7089,74.01,74.01,74.01,9578,9578,9578,1824,1822,1825,19.32,19.32,19.32,9578,9578,9578,989,989,989,89.18,89.18,89.18,1109,1109,1109
802,2020-12-17,OR,41,98937,1284,4957,4915,4999,74.7,72.67,76.73,6636,6582,6690,670,667,672,10.09,9.54,10.64,6636,6582,6690,536,533,539,67.68,66.5,68.85,792,789,795
803,2020-12-17,PA,42,535231,13442,25297,25295,25299,78.18,78.18,78.18,32357,32357,32357,6922,6922,6922,21.62,21.62,21.62,32357,32357,32357,3268,3243,3294,82.13,80.06,84.21,3980,3946,4013
804,2020-12-17,RI,44,77290,1602,2089,1955,2223,89.05,72.72,105.37,2346,2210,2482,505,505,505,21.53,16.14,26.91,2346,2210,2482,147,147,147,92.45,92.45,92.45,159,159,159
805,2020-12-17,SC,45,262774,4843,8238,8238,8238,84.77,84.77,84.77,9718,9718,9718,1436,1436,1436,14.78,14.78,14.78,9718,9718,9718,1058,1058,1058,83.37,83.37,83.37,1269,1269,1269
806,2020-12-17,SD,46,93197,1301,1469,1468,1470,62.46,62.46,62.46,2352,2352,2352,358,358,358,15.22,15.22,15.22,2352,2352,2352,173,173,173,71.78,71.78,71.78,241,241,241
807,2020-12-17,TN,47,480225,5783,12587,12587,12587,76.3,76.3,76.3,16497,16497,16497,3019,3019,3019,18.87,18.87,18.87,16497,16497,16497,1898,1898,1898,88.12,88.12,88.12,2154,2154,2154
808,2020-12-17,TX,48,1552549,25336,49807,49642,49971,76.21,75.63,76.79,65356,65339,65372,10212,10203,10221,15.66,15.59,15.74,65356,65339,65372,6666,6653,6679,89.63,89.24,90.02,7438,7431,7444
809,2020-12-17,UT,49,243918,1126,3186,3186,3186,61.02,61.02,61.02,5221,5221,5221,552,552,552,10.57,10.57,10.57,5221,5221,5221,465,465,465,74.88,74.88,74.88,621,621,621
810,2020-12-17,VT,50,6149,105,695,695,695,59.15,59.15,59.15,1175,1175,1175,28,27,30,2.43,2.43,2.43,1175,1175,1175,69,69,69,66.35,66.35,66.35,104,104,104
811,2020-12-17,VA,51,296093,4553,12104,12104,12104,72.38,72.38,72.38,16722,16722,16722,2290,2290,2290,13.69,13.69,13.69,16722,16722,16722,1476,1475,1476,74.41,74.41,74.41,1983,1983,1983
812,2020-12-17,WA,53,220628,3170,8816,8816,8816,69.92,69.92,69.92,12608,12608,12608,1155,1154,1156,9.16,9.16,9.16,12608,12608,12608,991,991,991,73.08,73.08,73.08,1356,1356,1356
813,2020-12-17,WV,54,68485,1071,3934,3934,3934,78.48,78.48,78.48,5013,5013,5013,780,780,781,15.57,15.57,15.57,5013,5013,5013,501,501,501,82.54,82.54,82.54,607,607,607
814,2020-12-17,WI,55,482443,4566,8296,8289,8302,66.36,66.36,66.36,12500,12500,12500,1512,1510,1514,12.36,12.36,12.36,12500,12500,12500,1036,1033,1039,64.45,64.45,64.45,1608,1608,1608
815,2020-12-17,WY,56,40593,351,653,651,655,45.92,45.92,45.92,1422,1422,1422,172,172,172,12.19,12.19,12.19,1422,1422,1422,58,57,59,45.67,45.67,45.67,127,127,127
816,2020-12-18,AL,1,315683,4296,10881,10881,10881,77.42,77.42,77.42,14054,14054,14054,2510,2510,2510,17.86,17.86,17.86,14054,14054,14054,1302,1302,1302,90.61,90.61,90.61,1437,1437,1437
817,2020-12-18,AK,2,43132,176,890,890,890,62.28,62.28,62.28,1429,1429,1429,123,123,123,8.61,8.61,8.61,1429,1429,1429,94,94,94,75.2,75.2,75.2,125,125,125
818,2020-12-18,AZ,4,444038,7819,11112,11100,11124,78.45,78.11,78.8,14164,14141,14187,3943,3937,3949,27.88,27.64,28.12,14164,14141,14187,1582,1580,1585,72.95,72.6,73.3,2169,2166,2172
819,2020-12-18,AR,5,197421,3139,5596,5596,5596,73.25,73.25,73.25,7640,7640,7640,1076,1076,1076,14.08,14.08,14.08,7640,7640,7640,809,809,809,79.94,79.94,79.94,1012,1012,1012
820,2020-12-18,CA,6,1809585,22496,50174,50168,50180,79.05,79.01,79.08,63472,63463,63481,17248,17236,17260,27.17,27.1,27.25,63472,63463,63481,6700,6700,6700,86.12,86.12,86.12,7780,7780,7780
821,2020-12-18,CO,8,305622,4323,6963,6963,6963,68.33,68.33,68.33,10190,10190,10190,1524,1523,1525,14.96,14.96,14.96,10190,10190,10190,935,935,935,63.09,63.09,63.09,1482,1482,1482
822,2020-12-18,CT,9,162782,5581,6118,6118,6118,76.34,76.34,76.34,8014,8014,8014,1353,1353,1353,16.88,16.88,16.88,8014,8014,8014,673,673,673,61.13,61.13,61.13,1101,1101,1101
823,2020-12-18,DE,10,49109,854,1819,1819,1819,70.86,70.86,70.86,2567,2567,2567,457,457,457,17.8,17.8,17.8,2567,2567,2567,162,162,162,83.94,83.94,83.94,193,193,193
824,2020-12-18,DC,11,26104,728,2388,2388,2388,81.14,81.14,81.14,2943,2943,2943,307,307,307,10.43,10.43,10.43,2943,2943,2943,291,291,291,85.84,85.84,85.84,339,339,339
825,2020-12-18,FL,12,1181475,20400,42807,42807,42807,82.05,82.05,82.05,52170,52168,52172,5722,5722,5722,11.17,11.17,11.17,52170,52168,52172,5255,5255,5255,83.48,83.48,83.48,6295,6295,6295
826,2020-12-18,GA,13,556615,10009,15892,15891,15894,83.85,83.85,83.85,18953,18953,18953,3682,3682,3682,19.43,19.43,19.43,18953,18953,18953,2346,2346,2346,89.2,89.2,89.2,2630,2630,2630
827,2020-12-18,HI,15,19937,279,1718,1718,1718,69.61,69.61,69.61,2468,2468,2468,73,73,73,2.96,2.96,2.96,2468,2468,2468,156,156,157,68.94,68.94,68.94,227,227,227
828,2020-12-18,ID,16,128498,1280,1892,1892,1893,60.73,60.73,60.73,3116,3116,3116,453,453,453,14.54,14.54,14.54,3116,3116,3116,244,244,244,81.88,81.88,81.88,298,298,298
829,2020-12-18,IL,17,888478,16206,20619,20619,20619,71.19,71.19,71.19,28965,28965,28965,4663,4661,4665,16.1,16.1,16.1,28965,28965,28965,2434,2434,2434,68.8,68.8,68.8,3538,3538,3538
830,2020-12-18,IN,18,456028,7265,11244,11244,11244,68.38,68.38,68.38,16444,16444,16444,2905,2904,2906,17.67,17.67,17.67,16444,16444,16444,1672,1672,1672,77.99,77.99,77.99,2144,2144,2144
831,2020-12-18,IA,19,264729,3451,5034,5034,5034,64.62,64.62,64.62,7790,7790,7790,682,682,683,8.88,8.88,8.88,7790,7790,7790,508,508,508,73.62,73.62,73.62,690,689,691
832,2020-12-18,KS,20,203646,2341,4847,4847,4847,61.82,61.82,61.82,7841,7841,7841,1082,1080,1084,13.8,13.8,13.8,7841,7841,7841,644,644,644,80.7,80.7,80.7,798,798,798
833,2020-12-18,KY,21,240345,2618,7338,7304,7372,60.88,60.88,60.88,12053,12053,12053,1675,1675,1675,13.9,13.9,13.9,12053,12053,12053,1166,1166,1166,70.84,70.84,70.84,1646,1646,1646
834,2020-12-18,LA,22,282434,6994,8962,8958,8965,71.06,71.06,71.06,12612,12612,12612,1337,1331,1343,10.8,10.8,10.8,12612,12612,12612,1370,1370,1370,75.23,75.23,75.23,1821,1821,1821
835,2020-12-18,ME,23,18337,281,1995,1995,1995,69.58,69.58,69.58,2867,2867,2867,215,215,215,7.5,7.5,7.5,2867,2867,2867,235,235,235,72.09,72.09,72.09,326,326,326
836,2020-12-18,MD,24,246816,5358,7747,7584,7910,81.62,81.62,81.62,9491,9291,9691,1879,1836,1922,19.8,19.8,19.8,9491,9291,9691,1039,1024,1054,81.55,81.55,81.55,1274,1253,1295
837,2020-12-18,MA,25,314926,11610,11873,11873,11873,78.77,78.77,78.77,15073,15073,15073,1758,1757,1758,11.66,11.66,11.66,15073,15073,15073,1054,1054,1054,73.04,73.04,73.04,1443,1443,1443
838,2020-12-18,MI,26,491339,11861,15540,15539,15542,75.64,75.53,75.76,20545,20531,20559,3220,3219,3221,15.67,15.62,15.73,20545,20531,20559,2151,2151,2151,81.08,81.08,81.08,2653,2653,2653
839,2020-12-18,MN,27,391948,4782,7165,7164,7166,73.59,73.59,73.59,9736,9736,9736,1281,1281,1281,13.16,13.16,13.16,9736,9736,9736,736,736,736,76.47,76.47,76.47,962,962,963
840,2020-12-18,MS,28,190411,4354,5154,5150,5157,64.52,64.36,64.69,7988,7981,7994,1261,1257,1264,15.78,15.55,16.02,7988,7981,7994,725,725,725,84.01,84.01,84.01,863,863,863
841,2020-12-18,MO,29,382181,5170,11739,11739,11739,76.66,76.66,76.66,15313,15313,15313,2672,2671,2674,17.45,17.45,17.45,15313,15313,15313,1554,1554,1554,84.46,84.46,84.46,1840,1840,1840
842,2020-12-18,MT,30,76056,855,1858,1858,1858,65.38,65.38,65.38,2842,2842,2842,276,276,276,9.71,9.71,9.71,2842,2842,2842,156,156,156,70.59,70.59,70.59,221,221,221
843,2020-12-18,NE,31,155764,1500,3340,3338,3342,69.31,69.31,69.31,4819,4819,4819,620,620,620,13.08,13.08,13.08,4819,4819,4819,401,401,401,71.1,71.1,71.1,564,564,564
844,2020-12-18,NV,32,200032,2728,5925,5925,5925,79.96,79.96,79.96,7410,7410,7410,1893,1893,1893,26.12,26.12,26.12,7410,7410,7410,830,830,830,89.06,89.06,89.06,932,932,932
845,2020-12-18,NH,33,34960,638,1968,1968,1968,71.0,71.0,71.0,2772,2772,2772,277,277,277,9.99,9.99,9.99,2772,2772,2772,175,175,175,62.28,62.28,62.28,281,281,281
846,2020-12-18,NJ,34,425134,18124,14806,14806,14806,74.91,74.91,74.91,19765,19765,19765,3694,3681,3706,18.69,18.69,18.69,19765,19765,19765,1628,1628,1628,66.02,66.02,66.02,2466,2466,2466
847,2020-12-18,NM,35,127500,2128,2860,2860,2860,74.69,74.69,74.69,3829,3829,3829,816,816,816,21.31,21.31,21.31,3829,3829,3829,423,422,424,96.58,96.58,96.58,438,438,438
848,2020-12-18,NY,36,832033,35775,34927,34927,34927,68.98,68.98,68.98,50633,50633,50633,6983,6983,6983,13.79,13.79,13.79,50633,50633,50633,3557,3557,3557,61.67,61.67,61.67,5768,5745,5791
849,2020-12-18,NC,37,468195,6172,16793,16793,16793,78.41,78.41,78.41,21416,21416,21416,2962,2842,3081,14.42,14.42,14.42,21416,21416,21416,2066,2066,2066,83.31,83.31,83.31,2480,2480,2480
850,2020-12-18,ND,38,89563,1231,1456,1456,1456,71.51,71.51,71.51,2036,2036,2036,298,298,298,14.64,14.64,14.64,2036,2036,2036,134,134,134,63.21,63.21,63.21,212,212,212
851,2020-12-18,OH,39,605862,7967,20713,20713,20713,72.24,72.24,72.24,28673,28673,28673,5252,5226,5278,18.36,18.36,18.36,28673,28673,28673,3156,3156,3156,77.09,77.09,77.09,4094,4094,4094
852,2020-12-18,OK,40,251760,2161,7046,7040,7051,73.66,73.33,73.98,9565,9549,9581,1808,1806,1810,19.18,19.0,19.37,9565,9549,9581,980,980,980,89.25,89.25,89.25,1098,1098,1098
853,2020-12-18,OR,41,100309,1306,4933,4933,4933,74.37,74.37,74.37,6633,6633,6633,677,677,677,10.21,10.21,10.21,6633,6633,6633,539,538,540,68.49,68.49,68.49,787,787,787
854,2020-12-18,PA,42,544417,13664,24830,24829,24831,77.51,77.51,77.51,32034,32034,32034,6766,6765,6767,21.36,21.36,21.36,32034,32034,32034,3251,3251,3251,82.3,82.3,82.3,3950,3950,3950
855,2020-12-18,RI,44,77812,1625,2154,2154,2154,89.56,89.56,89.56,2405,2405,2405,492,492,492,20.46,20.46,20.46,2405,2405,2405,158,158,158,93.49,93.49,93.49,169,169,169
856,2020-12-18,SC,45,267076,4872,8068,8068,8068,83.57,83.57,83.57,9654,9654,9654,1406,1406,1406,14.56,14.56,14.56,9654,9654,9654,1041,1041,1041,82.75,82.75,82.75,1258,1258,1258
857,2020-12-18,SD,46,93772,1330,1438,1438,1438,61.01,61.01,61.01,2357,2357,2357,340,340,340,14.43,14.43,14.43,2357,2357,2357,167,167,167,68.72,68.72,68.72,243,243,243
858,2020-12-18,TN,47,490304,5897,12297,12297,12297,74.74,74.74,74.74,16453,16453,16453,2986,2985,2988,18.72,18.72,18.72,16453,16453,16453,1864,1864,1864,87.39,87.39,87.39,2133,2133,2133
859,2020-12-18,TX,48,1571925,25608,49710,49559,49861,76.21,75.68,76.75,65225,65202,65248,10340,10318,10362,15.89,15.72,16.07,65225,65202,65248,6724,6724,6724,89.32,89.32,89.32,7528,7528,7528
860,2020-12-18,UT,49,246562,1140,3205,3205,3205,61.42,61.42,61.42,5218,5218,5218,581,580,582,11.13,11.13,11.13,5218,5218,5218,467,467,467,75.44,75.44,75.44,619,619,619
861,2020-12-18,VT,50,6243,107,699,699,699,59.49,59.49,59.49,1175,1175,1175,29,29,29,2.47,2.47,2.47,1175,1175,1175,65,65,65,62.5,62.5,62.5,104,104,104
862,2020-12-18,VA,51,299388,4598,12007,12007,12007,73.26,73.26,73.26,16390,16390,16390,2274,2274,2274,13.87,13.87,13.87,16390,16390,16390,1463,1459,1467,73.63,73.63,73.63,1987,1987,1987
863,2020-12-18,WA,53,224594,3168,8894,8894,8894,70.31,70.31,70.31,12650,12650,12650,1147,1147,1147,9.07,9.07,9.07,12650,12650,12650,983,983,983,72.17,72.17,72.17,1362,1362,1362
