,date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied
1432,2020-12-30,CA,6,2275505,25391,51769,51740,51798,80.09,79.95,80.23,64639,64605,64673,21246,21223,21270,32.87,32.73,33.01,64639,64605,64673,7420,7414,7426,88.5,88.29,88.71,8384,8377,8391
1433,2020-12-30,CO,8,332686,4822,6794,6791,6796,66.43,66.04,66.81,10227,10203,10251,1205,1205,1205,11.78,11.78,11.78,10227,10203,10251,903,903,903,66.84,66.84,66.84,1351,1351,1351
1434,2020-12-30,CT,9,183663,5964,6096,6096,6096,78.31,78.31,78.31,7784,7784,7784,1327,1326,1328,17.05,17.05,17.05,7784,7784,7784,661,661,661,61.49,61.49,61.49,1075,1075,1075
1435,2020-12-30,DE,10,56596,921,1871,1871,1871,73.2,73.2,73.2,2556,2556,2556,470,470,470,18.39,18.39,18.39,2556,2556,2556,156,156,156,81.25,81.25,81.25,192,192,192
1436,2020-12-30,DC,11,28758,780,2352,2352,2352,81.27,81.27,81.27,2894,2894,2894,290,290,290,10.02,10.02,10.02,2894,2894,2894,277,277,277,82.2,82.2,82.2,337,337,337
1437,2020-12-30,FL,12,1306115,21545,41707,41582,41832,80.37,79.53,81.2,51895,51710,52080,6912,6911,6913,13.57,13.54,13.59,51895,51710,52080,5295,5272,5318,83.36,82.04,84.68,6352,6316,6388
1438,2020-12-30,GA,13,632861,10503,16591,16591,16591,86.78,86.78,86.78,19118,19118,19118,4894,4894,4894,25.6,25.6,25.6,19118,19118,19118,2415,2415,2415,90.86,90.86,90.86,2658,2658,2658
1439,2020-12-30,HI,15,21284,283,1711,1700,1722,69.13,67.68,70.58,2475,2461,2489,102,102,102,4.12,3.89,4.35,2475,2461,2489,146,146,146,66.06,66.06,66.06,221,221,221
1440,2020-12-30,ID,16,140150,1409,1794,1791,1797,57.67,57.19,58.14,3111,3103,3119,332,331,333,10.67,10.34,11.0,3111,3103,3119,203,203,203,68.35,67.82,68.88,297,296,298
1441,2020-12-30,IL,17,957853,17813,20020,19976,20064,68.8,68.2,69.4,29100,29017,29183,4194,4186,4202,14.41,14.15,14.67,29100,29017,29183,2323,2318,2328,66.31,65.78,66.84,3503,3494,3512
1442,2020-12-30,IN,18,507979,8160,10987,10985,10989,66.91,66.91,66.91,16420,16420,16420,2820,2819,2821,17.17,17.17,17.17,16420,16420,16420,1697,1697,1697,79.45,79.45,79.45,2136,2136,2136
1443,2020-12-30,IA,19,280067,3822,4758,4237,5280,61.43,38.73,84.14,7746,7013,8479,595,530,660,7.79,-0.35,15.92,7746,7013,8479,478,417,540,69.8,41.72,97.89,686,611,760
1444,2020-12-30,KS,20,225361,2741,4780,4775,4785,61.04,60.72,61.36,7831,7818,7844,1014,1012,1017,12.95,12.74,13.17,7831,7818,7844,649,649,649,80.32,80.32,80.32,808,808,808
1445,2020-12-30,KY,21,267990,2943,7513,7513,7513,61.23,61.23,61.23,12271,12271,12271,1684,1668,1699,13.72,13.72,13.72,12271,12271,12271,1176,1176,1176,66.86,66.86,66.86,1759,1759,1759
1446,2020-12-30,LA,22,311229,7448,9037,9037,9037,70.52,70.52,70.52,12815,12815,12815,1544,1544,1544,12.05,12.05,12.05,12815,12815,12815,1420,1420,1420,78.76,78.76,78.76,1803,1803,1803
1447,2020-12-30,ME,23,23499,334,1954,1875,2033,68.61,60.11,77.11,2848,2758,2938,218,211,225,7.65,5.06,10.24,2848,2758,2938,236,229,243,74.21,67.93,80.5,318,311,325
1448,2020-12-30,MD,24,273881,5848,8099,7920,8278,84.4,84.4,84.4,9596,9376,9816,2086,2039,2133,21.74,21.74,21.74,9596,9376,9816,1071,1055,1087,78.66,78.66,78.66,1362,1338,1385
1449,2020-12-30,MA,25,367918,12338,11940,11940,11940,78.84,78.84,78.84,15145,15145,15145,2071,2071,2071,13.67,13.67,13.67,15145,15145,15145,1117,1117,1117,75.12,75.12,75.12,1487,1487,1487
1450,2020-12-30,MI,26,526932,13008,15152,15136,15167,73.81,73.52,74.09,20528,20501,20555,2705,2700,2710,13.18,13.01,13.34,20528,20501,20555,2026,2023,2029,77.0,76.57,77.44,2631,2626,2636
1451,2020-12-30,MN,27,413166,5321,7168,7168,7168,73.5,73.5,73.5,9753,9753,9753,1040,1037,1042,10.66,10.66,10.66,9753,9753,9753,704,703,704,73.97,73.97,73.97,951,951,951
1452,2020-12-30,MS,28,213055,4747,5370,5266,5474,66.87,62.83,70.9,8031,7908,8154,1423,1409,1437,17.72,16.18,19.26,8031,7908,8154,730,717,743,83.81,78.86,88.76,871,854,888
1453,2020-12-30,MO,29,413764,5846,11584,11584,11584,75.68,75.68,75.68,15306,15306,15306,2681,2681,2681,17.52,17.52,17.52,15306,15306,15306,1556,1556,1556,85.03,85.03,85.03,1830,1830,1830
1454,2020-12-30,MT,30,81352,950,1755,1743,1767,62.21,60.6,63.82,2821,2800,2842,204,203,205,7.23,6.71,7.75,2821,2800,2842,148,148,148,66.97,66.97,66.97,221,221,221
1455,2020-12-30,NE,31,166385,1651,3304,3302,3306,68.6,68.6,68.6,4816,4816,4816,566,565,566,11.92,11.92,11.92,4816,4816,4816,399,399,399,70.49,70.49,70.49,566,566,566
1456,2020-12-30,NV,32,223033,3081,6023,5545,6501,81.5,60.78,102.23,7390,6777,8002,1856,1703,2009,25.73,13.74,37.71,7390,6777,8002,804,734,873,85.98,62.29,109.68,934,847,1022
1457,2020-12-30,NH,33,43242,741,1933,1842,2024,69.73,57.91,81.55,2772,2625,2919,333,321,345,12.01,7.51,16.52,2772,2625,2919,178,168,188,62.68,45.2,80.15,284,257,311
1458,2020-12-30,NJ,34,474285,18952,14913,14913,14913,75.19,75.19,75.19,19835,19835,19835,3840,3840,3840,19.36,19.36,19.36,19835,19835,19835,1678,1678,1678,68.86,68.86,68.86,2437,2437,2437
1459,2020-12-30,NM,35,141219,2438,2797,2786,2808,75.47,75.47,75.47,3706,3706,3706,758,752,764,20.46,20.46,20.46,3706,3706,3706,407,407,407,96.9,96.9,96.9,420,420,420
1460,2020-12-30,NY,36,963647,37412,35115,34947,35283,71.48,70.39,72.57,49126,48914,49338,8703,8678,8728,17.72,17.28,18.15,49126,48914,49338,3666,3642,3690,68.05,66.69,69.42,5387,5360,5414
1461,2020-12-30,NC,37,535120,6780,17026,16984,17068,78.94,78.3,79.58,21568,21511,21625,3612,3550,3674,16.85,16.85,16.85,21568,21511,21625,2108,2100,2116,85.24,84.07,86.41,2473,2461,2485
1462,2020-12-30,ND,38,92208,1289,1435,1435,1435,70.79,70.79,70.79,2027,2027,2027,211,210,212,10.41,10.41,10.41,2027,2027,2027,120,120,120,56.87,56.87,56.87,211,211,211
1463,2020-12-30,OH,39,690748,8855,20575,20558,20592,71.6,71.41,71.8,28735,28711,28759,4826,4822,4830,16.79,16.7,16.89,28735,28711,28759,3104,3102,3105,74.6,74.52,74.69,4160,4160,4160
1464,2020-12-30,OK,40,287030,2453,7092,7039,7145,73.72,71.97,75.47,9620,9553,9686,2028,2026,2029,21.43,21.29,21.56,9620,9553,9686,961,947,975,89.31,85.23,93.39,1076,1059,1093
1465,2020-12-30,OR,41,112301,1478,4825,4825,4825,73.18,73.18,73.18,6593,6593,6593,633,633,633,9.6,9.6,9.6,6593,6593,6593,529,529,529,67.99,67.99,67.99,778,777,779
1466,2020-12-30,PA,42,636710,15718,25242,24942,25541,79.0,76.2,81.8,31950,31619,32281,6647,6538,6756,21.03,19.26,22.8,31950,31619,32281,3268,3243,3292,82.2,80.11,84.29,3975,3941,4009
1467,2020-12-30,RI,44,87949,1777,2148,2148,2148,90.71,90.71,90.71,2368,2368,2368,468,468,468,19.76,19.76,19.76,2368,2368,2368,145,145,145,90.06,90.06,90.06,161,161,161
1468,2020-12-30,SC,45,303475,5249,8262,8187,8337,85.45,83.09,87.8,9669,9583,9755,1973,1954,1992,20.41,19.21,21.6,9669,9583,9755,1070,1059,1081,84.45,81.97,86.93,1267,1255,1279
1469,2020-12-30,SD,46,98720,1464,1419,1419,1419,60.36,60.36,60.36,2351,2351,2351,288,288,288,12.25,12.25,12.25,2351,2351,2351,147,147,147,61.76,61.76,61.76,238,238,238
1470,2020-12-30,TN,47,566457,6748,12306,12232,12380,73.79,73.79,73.79,16677,16677,16677,3300,3300,3300,20.58,20.58,20.58,16677,16677,16677,1894,1872,1917,90.73,90.73,90.73,2088,2088,2088
1471,2020-12-30,TX,48,1755293,27821,47343,47291,47394,75.29,75.1,75.48,62880,62876,62884,12710,12710,12710,20.29,20.28,20.3,62880,62876,62884,6848,6780,6916,92.02,90.55,93.48,7442,7398,7486
1472,2020-12-30,UT,49,271940,1259,3077,3066,3088,58.61,57.93,59.29,5250,5237,5263,560,560,560,10.67,10.51,10.83,5250,5237,5263,414,413,415,66.24,65.9,66.58,625,625,625
1473,2020-12-30,VT,50,7276,134,729,729,729,62.1,62.1,62.1,1174,1174,1174,37,37,37,3.15,3.15,3.15,1174,1174,1174,64,64,64,62.14,62.14,62.14,103,103,103
1474,2020-12-30,VA,51,344345,4984,11997,11997,11997,73.13,73.13,73.13,16404,16404,16404,2623,2618,2628,15.99,15.99,15.99,16404,16404,16404,1446,1446,1446,74.23,74.23,74.23,1948,1948,1948
1475,2020-12-30,WA,53,247455,3486,8707,8701,8713,69.78,69.61,69.96,12477,12467,12487,1122,1121,1123,8.99,8.92,9.06,12477,12467,12487,961,959,963,72.67,72.15,73.18,1322,1319,1326
1476,2020-12-30,WV,54,84225,1318,3883,3883,3883,77.17,77.17,77.17,5032,5032,5032,864,864,864,17.17,17.17,17.17,5032,5032,5032,509,509,509,83.72,83.72,83.72,608,608,608
1477,2020-12-30,WI,55,516226,5195,7830,7779,7882,62.55,61.08,64.02,12518,12437,12599,1189,1186,1192,9.71,9.51,9.91,12518,12437,12599,972,962,981,59.9,57.65,62.14,1622,1605,1639
1478,2020-12-30,WY,56,44133,405,647,644,650,45.47,44.75,46.19,1423,1418,1428,125,125,125,8.86,8.86,8.86,1423,1418,1428,55,55,55,43.31,43.31,43.31,127,127,127
1479,2020-12-31,AL,1,361226,4827,10954,10951,10956,77.59,77.59,77.59,14118,14118,14118,2896,2895,2896,20.51,20.51,20.51,14118,14118,14118,1374,1374,1374,94.11,94.11,94.11,1460,1460,1460
1480,2020-12-31,AK,2,46740,198,756,747,765,52.28,50.08,54.48,1446,1432,1460,72,71,73,4.98,4.42,5.54,1446,1432,1460,86,86,86,67.72,66.48,68.96,127,126,128
1481,2020-12-31,AZ,4,523829,8879,11175,11158,11192,78.74,78.32,79.16,14192,14167,14217,4535,4532,4538,32.0,31.81,32.2,14192,14167,14217,1660,1658,1662,77.5,77.08,77.92,2142,2137,2147
1482,2020-12-31,AR,5,225138,3676,5571,5530,5612,73.34,71.65,75.04,7596,7545,7647,1195,1190,1200,15.73,15.11,16.35,7596,7545,7647,776,746,807,75.68,68.56,82.81,1026,1014,1038
1483,2020-12-31,CA,6,2307769,25965,51322,51288,51357,79.16,79.03,79.29,64833,64815,64851,21203,21185,21221,32.7,32.6,32.81,64833,64815,64851,7455,7450,7460,87.84,87.66,88.02,8487,8481,8493
1484,2020-12-31,CO,8,335579,4879,6672,6620,6724,65.39,63.43,67.35,10203,10109,10297,1168,1162,1175,11.45,10.72,12.18,10203,10109,10297,902,895,909,66.62,65.05,68.19,1354,1346,1362
1485,2020-12-31,CT,9,185708,5995,6087,5988,6186,78.37,74.6,82.14,7767,7660,7874,1266,1264,1268,16.3,15.18,17.42,7767,7660,7874,676,676,676,62.83,62.83,62.83,1076,1076,1076
1486,2020-12-31,DE,10,57456,926,1851,1851,1851,72.82,72.82,72.82,2542,2542,2542,437,437,437,17.19,17.19,17.19,2542,2542,2542,153,153,153,79.69,79.69,79.69,192,192,192
1487,2020-12-31,DC,11,28983,786,2348,2348,2348,81.78,81.78,81.78,2871,2695,3047,296,296,296,10.31,10.31,10.31,2871,2695,3047,269,269,269,78.89,78.81,78.96,341,341,341
1488,2020-12-31,FL,12,1323307,21672,41629,41381,41877,80.15,78.66,81.65,51937,51634,52240,6970,6948,6992,13.67,13.3,14.04,51937,51634,52240,5226,5189,5263,82.49,80.56,84.42,6335,6284,6386
1489,2020-12-31,GA,13,644065,10588,16534,16534,16534,86.67,86.67,86.67,19078,19078,19078,4851,4846,4856,25.43,25.43,25.43,19078,19078,19078,2420,2420,2420,91.39,91.39,91.39,2648,2648,2648
1490,2020-12-31,HI,15,21459,286,1690,1678,1702,68.06,66.48,69.64,2483,2468,2498,114,114,114,4.59,4.33,4.85,2483,2468,2498,145,145,145,65.02,65.02,65.02,223,223,223
1491,2020-12-31,ID,16,141388,1438,1744,1721,1766,55.88,53.22,58.54,3120,3082,3158,318,314,323,10.21,9.04,11.38,3120,3082,3158,200,197,203,67.34,64.36,70.32,297,294,300
1492,2020-12-31,IL,17,965840,17979,19743,19528,19958,67.83,65.39,70.27,29106,28814,29398,4086,4045,4127,14.04,12.97,15.11,29106,28814,29398,2306,2281,2331,65.66,63.23,68.09,3512,3476,3548
1493,2020-12-31,IN,18,514455,8263,10928,10768,11089,66.57,63.42,69.72,16416,16211,16622,2772,2710,2835,16.89,14.78,19.0,16416,16211,16622,1715,1685,1745,80.27,75.98,84.56,2136,2102,2171
1494,2020-12-31,IA,19,281712,3891,4743,4713,4773,61.37,60.08,62.65,7729,7688,7770,584,584,584,7.66,7.66,7.66,7729,7688,7770,476,472,480,69.69,67.33,72.06,683,676,690
1495,2020-12-31,KS,20,225455,2741,4768,4676,4860,60.89,56.49,65.28,7831,7670,7992,979,949,1009,12.5,9.88,15.12,7831,7670,7992,638,629,647,79.16,75.32,82.99,806,792,820
1496,2020-12-31,KY,21,268828,2956,7498,7384,7612,61.11,61.11,61.11,12269,12269,12269,1675,1675,1675,13.65,13.65,13.65,12269,12269,12269,1175,1167,1183,66.8,66.8,66.8,1759,1759,1759
1497,2020-12-31,LA,22,315275,7488,9083,9079,9087,70.51,70.51,70.51,12881,12881,12881,1617,1617,1617,12.55,12.55,12.55,12881,12881,12881,1429,1429,1429,79.04,79.04,79.04,1808,1808,1808
1498,2020-12-31,ME,23,24201,347,1942,1845,2039,68.45,57.95,78.96,2837,2726,2948,233,224,242,8.21,5.04,11.38,2837,2726,2948,235,227,243,74.13,66.4,81.86,317,308,326
1499,2020-12-31,MD,24,276834,5895,8126,7924,8328,84.58,81.45,87.7,9608,9357,9859,1988,1923,2053,20.69,18.31,23.07,9608,9357,9859,1067,1048,1086,81.45,79.19,83.71,1310,1284,1336
1500,2020-12-31,MA,25,375178,12423,11974,11974,11974,79.1,79.1,79.1,15138,15138,15138,2122,2122,2122,14.02,14.02,14.02,15138,15138,15138,1122,1122,1122,75.81,75.81,75.81,1480,1480,1480
1501,2020-12-31,MI,26,527199,13010,14983,14971,14995,73.08,72.86,73.3,20503,20482,20524,2644,2640,2649,12.9,12.75,13.05,20503,20482,20524,2018,2016,2020,77.02,76.69,77.36,2620,2616,2624
1502,2020-12-31,MN,27,415361,5382,7087,7080,7094,73.3,73.14,73.47,9668,9666,9670,998,995,1000,10.32,10.14,10.5,9668,9666,9670,694,694,694,73.44,73.44,73.44,945,945,945
1503,2020-12-31,MS,28,215811,4787,5289,5060,5518,66.47,57.22,75.72,7957,7666,8248,1392,1345,1438,17.49,13.34,21.64,7957,7666,8248,733,695,771,85.53,72.28,98.78,857,815,899
1504,2020-12-31,MO,29,418637,5887,11551,11551,11551,75.76,75.76,75.76,15247,15247,15247,2640,2639,2641,17.31,17.31,17.31,15247,15247,15247,1510,1510,1510,82.56,82.56,82.56,1829,1829,1829
1505,2020-12-31,MT,30,81701,962,1822,1808,1836,64.56,62.96,66.17,2822,2804,2840,194,193,195,6.87,6.51,7.24,2822,2804,2840,148,148,148,67.89,67.89,67.89,218,218,218
1506,2020-12-31,NE,31,167795,1690,3207,3186,3228,66.47,64.86,68.07,4825,4789,4861,553,553,553,11.63,11.61,11.65,4825,4789,4861,370,367,373,66.79,64.23,69.34,554,547,561
1507,2020-12-31,NV,32,225178,3136,5984,5945,6023,81.37,79.59,83.15,7354,7300,7409,1892,1878,1907,26.37,25.25,27.49,7354,7300,7409,779,779,779,86.36,86.36,86.36,902,902,902
1508,2020-12-31,NH,33,44028,759,1956,1844,2068,70.41,55.88,84.94,2778,2597,2959,340,325,355,12.24,6.69,17.79,2778,2597,2959,178,166,190,63.57,41.72,85.42,280,247,313
1509,2020-12-31,NJ,34,479381,19042,14671,14671,14671,74.29,74.29,74.29,19747,19747,19747,3755,3755,3755,19.02,19.02,19.02,19747,19747,19747,1679,1679,1679,68.9,68.9,68.9,2437,2437,2437
1510,2020-12-31,NM,35,142897,2479,2828,2804,2853,76.51,75.01,78.0,3697,3697,3697,735,735,735,19.88,19.88,19.88,3697,3697,3697,400,394,405,95.35,92.47,98.22,419,419,419
1511,2020-12-31,NY,36,979040,37557,34380,34033,34726,70.77,68.5,73.03,48581,48147,49015,8660,8552,8768,17.83,16.53,19.12,48581,48147,49015,3667,3630,3704,68.45,65.54,71.37,5357,5280,5434
1512,2020-12-31,NC,37,541070,6811,16582,15494,17670,79.5,63.22,95.77,20859,19536,22182,3648,3445,3851,17.6,10.5,24.7,20859,19536,22182,2062,1908,2216,84.3,64.94,103.66,2446,2263,2629
1513,2020-12-31,ND,38,92502,1299,1414,1414,1414,68.98,68.98,68.98,2050,2050,2050,197,197,197,9.61,9.61,9.61,2050,2050,2050,120,120,120,57.14,57.14,57.14,210,210,210
1514,2020-12-31,OH,39,700380,8962,20342,20326,20359,71.23,70.98,71.48,28559,28523,28595,4758,4753,4763,16.66,16.52,16.8,28559,28523,28595,3030,3027,3033,74.07,73.86,74.27,4091,4088,4094
1515,2020-12-31,OK,40,290936,2489,6986,6914,7058,73.05,70.67,75.43,9563,9474,9653,1983,1975,1992,21.08,20.55,21.62,9563,9474,9653,954,935,973,88.5,82.81,94.18,1078,1054,1102
1516,2020-12-31,OR,41,113929,1485,4863,4855,4871,73.01,72.38,73.63,6661,6639,6683,597,595,599,8.96,8.71,9.22,6661,6639,6683,515,513,517,65.27,64.3,66.25,789,785,793
1517,2020-12-31,PA,42,646060,16020,25325,25194,25456,78.52,77.12,79.92,32253,32061,32445,6481,6431,6531,20.31,19.49,21.14,32253,32061,32445,3137,3111,3163,80.17,77.77,82.56,3913,3872,3954
1518,2020-12-31,RI,44,87949,1777,2033,1899,2167,86.73,70.37,103.09,2344,2208,2480,480,480,480,20.48,15.22,25.74,2344,2208,2480,140,140,140,88.05,88.05,88.05,159,159,159
1519,2020-12-31,SC,45,307507,5296,8161,8078,8244,84.54,81.95,87.14,9653,9558,9748,1930,1909,1951,19.99,18.68,21.31,9653,9558,9748,1044,1032,1056,82.92,80.19,85.66,1259,1246,1272
1520,2020-12-31,SD,46,99164,1488,1390,1387,1393,59.35,58.79,59.91,2342,2335,2349,274,272,276,11.7,11.12,12.28,2342,2335,2349,145,144,146,60.17,59.58,60.76,241,241,241
1521,2020-12-31,TN,47,572579,6846,12297,12207,12387,71.04,71.04,71.04,17311,17311,17311,3264,3259,3269,19.58,19.58,19.58,17311,17311,17311,1858,1831,1885,88.52,88.52,88.52,2099,2099,2099
1522,2020-12-31,TX,48,1772163,28155,46807,45310,48304,77.49,69.97,85.01,60402,58692,62112,12736,12438,13034,21.17,17.79,24.55,60402,58692,62112,6817,6623,7011,87.15,80.1,94.2,7822,7615,8029
1523,2020-12-31,UT,49,276612,1270,3123,3111,3135,59.49,58.75,60.22,5250,5236,5264,538,538,538,10.25,10.08,10.42,5250,5236,5264,404,404,404,64.64,64.64,64.64,625,625,625
1524,2020-12-31,VT,50,7412,136,686,686,686,58.23,58.23,58.23,1178,1178,1178,30,30,30,2.55,2.55,2.55,1178,1178,1178,66,66,67,63.94,63.94,63.94,104,104,104
1525,2020-12-31,VA,51,349584,5032,11888,11691,12085,72.4,68.48,76.31,16421,16159,16683,2579,2536,2622,15.71,13.88,17.53,16421,16159,16683,1452,1425,1479,74.39,69.93,78.84,1952,1917,1987
1526,2020-12-31,WA,53,251064,3523,8707,8700,8714,69.22,68.99,69.44,12579,12566,12592,1093,1092,1094,8.69,8.59,8.79,12579,12566,12592,985,984,986,73.78,73.25,74.31,1335,1331,1339
1527,2020-12-31,WV,54,85334,1338,3867,3867,3867,77.32,77.32,77.32,5001,5001,5001,862,861,863,17.24,17.24,17.24,5001,5001,5001,518,518,518,84.64,84.64,84.64,612,599,625
1528,2020-12-31,WI,55,520438,5245,7823,7760,7886,62.49,60.73,64.26,12518,12421,12615,1171,1169,1173,9.56,9.46,9.66,12518,12421,12615,943,931,955,58.39,55.63,61.15,1615,1594,1636
1529,2020-12-31,WY,56,44409,438,609,606,612,42.35,41.47,43.23,1438,1432,1444,109,109,109,7.64,7.64,7.64,1438,1432,1444,49,49,49,38.58,38.58,38.58,127,127,127
1530,2021-01-01,AL,1,365747,4872,10472,10444,10500,74.69,73.97,75.41,14020,13976,14064,2842,2835,2849,20.27,19.92,20.63,14020,13976,14064,1336,1332,1340,92.14,91.32,92.95,1450,1445,1455
1531,2021-01-01,AK,2,46740,198,791,772,810,53.77,48.57,58.98,1471,1432,1510,70,68,72,4.76,3.24,6.28,1471,1432,1510,84,83,85,62.69,59.19,66.19,134,132,136
1532,2021-01-01,AZ,4,530267,9015,10820,10587,11053,77.05,71.08,83.02,14043,13673,14413,4450,4382,4518,31.74,28.3,35.17,14043,13673,14413,1635,1606,1664,76.37,71.31,81.42,2141,2093,2189
1533,2021-01-01,AR,5,229442,3711,5248,5126,5370,69.7,64.59,74.81,7529,7378,7680,1180,1154,1206,15.67,13.31,18.03,7529,7378,7680,791,770,812,76.95,71.3,82.59,1028,1009,1047
1534,2021-01-01,CA,6,2345726,26236,50118,49814,50422,77.93,76.26,79.59,64315,63851,64779,20989,20918,21060,32.63,31.72,33.54,64315,63851,64779,7487,7446,7528,88.36,86.8,89.93,8473,8420,8526
1535,2021-01-01,CO,8,338357,4936,6471,6264,6678,63.49,56.81,70.17,10192,9917,10467,1112,1070,1154,10.91,7.86,13.96,10192,9917,10467,894,867,921,66.87,60.22,73.51,1337,1300,1374
1536,2021-01-01,CT,9,185708,5995,6087,5329,6845,78.37,46.86,109.88,7767,6779,8755,1266,1104,1428,16.3,1.73,30.87,7767,6779,8755,676,576,776,62.83,31.38,94.27,1076,933,1219
1537,2021-01-01,DE,10,58064,930,1789,1330,2248,70.38,8.66,132.09,2542,1872,3212,426,311,541,16.76,-14.16,47.68,2542,1872,3212,150,110,190,78.12,13.36,142.89,192,144,240
1538,2021-01-01,DC,11,29252,788,2295,2121,2469,80.19,59.97,100.41,2862,2622,3102,288,280,296,10.06,4.45,15.67,2862,2622,3102,261,254,268,76.76,71.09,82.44,340,333,347
1539,2021-01-01,FL,12,1323307,21672,39832,38834,40830,77.01,70.83,83.18,51726,50448,53004,7015,6901,7129,13.81,11.61,16.01,51726,50448,53004,5119,4971,5267,80.87,73.7,88.04,6330,6157,6503
1540,2021-01-01,GA,13,654950,10610,16043,16022,16064,84.99,84.54,85.44,18877,18838,18916,4807,4803,4811,25.46,25.24,25.69,18877,18838,18916,2397,2396,2398,91.11,90.94,91.28,2631,2629,2633
1541,2021-01-01,HI,15,21736,287,1662,1416,1908,66.94,35.2,98.67,2483,2173,2793,128,115,141,5.16,-2.18,12.49,2483,2173,2793,138,118,158,62.44,26.53,98.36,221,183,259
1542,2021-01-01,ID,16,141388,1438,1700,1493,1907,54.54,29.57,79.51,3117,2752,3482,318,273,363,10.2,-1.59,21.99,3117,2752,3482,198,173,223,66.89,39.45,94.33,296,263,329
1543,2021-01-01,IL,17,966287,17979,18794,18416,19172,64.59,60.33,68.85,29096,28593,29599,3931,3838,4024,13.51,11.36,15.66,29096,28593,29599,2245,2184,2306,63.96,58.23,69.69,3510,3428,3592
1544,2021-01-01,IN,18,520750,8371,10258,9969,10547,62.58,56.77,68.38,16393,16007,16779,2640,2562,2718,16.1,13.07,19.14,16393,16007,16779,1617,1573,1661,75.74,69.74,81.74,2135,2090,2180
1545,2021-01-01,IA,19,282980,3898,4450,4418,4482,57.72,56.31,59.13,7710,7666,7754,577,574,580,7.59,7.59,7.59,7710,7666,7754,481,476,486,71.47,68.85,74.09,673,665,681
1546,2021-01-01,KS,20,230352,2879,4500,4182,4818,57.76,42.65,72.87,7791,7247,8335,954,887,1021,12.24,5.34,19.15,7791,7247,8335,608,552,664,76.48,56.03,96.92,795,738,852
1547,2021-01-01,KY,21,269470,2956,7166,7166,7166,58.41,58.41,58.41,12269,12269,12269,1657,1657,1657,13.51,13.51,13.51,12269,12269,12269,1134,1134,1134,64.47,64.47,64.47,1759,1759,1759
1548,2021-01-01,LA,22,315275,7488,8655,8650,8660,67.82,67.82,67.82,12761,12761,12761,1621,1621,1621,12.7,12.7,12.7,12761,12761,12761,1368,1368,1368,76.85,76.85,76.85,1780,1780,1780
1549,2021-01-01,ME,23,24201,347,1895,1703,2087,67.27,45.71,88.83,2817,2580,3054,229,208,250,8.13,1.11,15.15,2817,2580,3054,225,196,254,70.98,42.53,99.42,317,282,352
1550,2021-01-01,MD,24,280387,5942,7970,7608,8332,82.91,72.86,92.95,9613,9182,10044,2001,1891,2111,20.82,15.06,26.58,9613,9182,10044,1043,1001,1085,79.98,70.83,89.14,1304,1253,1355
1551,2021-01-01,MA,25,375178,12423,11567,11567,11567,76.22,76.22,76.22,15175,15175,15175,2085,2085,2085,13.74,13.74,13.74,15175,15175,15175,1100,1100,1100,74.63,74.63,74.63,1474,1474,1474
1552,2021-01-01,MI,26,527376,13011,14086,13786,14386,68.85,64.31,73.4,20458,20106,20810,2522,2448,2596,12.33,9.93,14.73,20458,20106,20810,1971,1944,1998,75.34,71.97,78.72,2616,2581,2651
1553,2021-01-01,MN,27,415361,5382,6744,6611,6877,70.2,66.04,74.35,9607,9462,9752,999,973,1025,10.4,8.45,12.35,9607,9462,9752,691,668,714,73.28,66.1,80.46,943,919,967
1554,2021-01-01,MS,28,218386,4816,5036,4675,5397,63.35,47.94,78.75,7950,7433,8467,1375,1288,1462,17.3,9.77,24.83,7950,7433,8467,732,679,785,85.41,67.01,103.81,857,799,915
1555,2021-01-01,MO,29,421217,5906,10906,10696,11116,72.28,67.85,76.71,15089,14824,15354,2602,2549,2655,17.24,15.01,19.47,15089,14824,15354,1472,1442,1502,81.33,76.44,86.22,1810,1777,1843
1556,2021-01-01,MT,30,81701,962,1704,1644,1764,60.38,51.59,69.18,2822,2697,2947,189,182,196,6.7,3.67,9.72,2822,2697,2947,140,134,146,64.52,52.29,76.74,217,203,231
1557,2021-01-01,NE,31,168567,1707,3087,2815,3359,62.91,44.54,81.28,4907,4538,5276,540,485,595,11.17,2.67,19.66,4907,4538,5276,358,329,387,64.74,47.22,82.25,553,513,593
