date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,geocoded_state_x,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,geocoded_state_y,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied,geocoded_state
2021-04-22,MS,28,310137,7173,5021,5021,5021,63.61,63.61,63.61,7894,7894,7894,POINT (-89.65344 32.713378),263,263,263,3.33,3.33,3.33,7894,7894,7894,POINT (-89.65344 32.713378),595,595,595,72.12,72.12,72.12,825,825,825,POINT (-89.65344 32.713378)
2021-04-22,MO,29,595623,9169,11443,11443,11443,78.55,78.55,78.55,14567,14567,14567,POINT (-92.477244 38.3675),757,757,757,5.2,5.2,5.2,14567,14567,14567,POINT (-92.477244 38.3675),1334,1334,1334,79.83,79.83,79.83,1671,1671,1671,POINT (-92.477244 38.3675)
2021-04-22,MT,30,107834,1557,1791,1790,1792,62.84,62.35,63.33,2850,2841,2859,POINT (-109.645127 47.033521),64,64,65,2.26,2.13,2.39,2850,2841,2859,POINT (-109.645127 47.033521),144,144,144,65.45,65.45,65.45,220,220,220,POINT (-109.645127 47.033521)
2021-04-22,NE,31,217905,2349,2722,2718,2727,68.06,68.06,68.06,4000,4000,4000,POINT (-99.810595 41.527099),154,153,154,3.92,3.92,3.92,4000,4000,4000,POINT (-99.810595 41.527099),385,385,385,67.54,67.54,67.54,570,570,570,POINT (-99.810595 41.527099)
2021-04-22,NV,32,312278,5400,5363,5362,5364,71.03,71.03,71.03,7551,7551,7551,POINT (-114.916992 39.283294),339,339,339,4.59,4.59,4.59,7551,7551,7551,POINT (-114.916992 39.283294),617,615,619,71.33,71.33,71.33,865,865,865,POINT (-114.916992 39.283294)
2021-04-22,NH,33,92911,1274,2026,2026,2026,72.75,72.75,72.75,2785,2785,2785,POINT (-71.57139 43.680429),123,119,127,4.42,4.42,4.42,2785,2785,2785,POINT (-71.57139 43.680429),174,174,174,61.7,61.7,61.7,282,282,282,POINT (-71.57139 43.680429)
2021-04-22,NJ,34,990580,25282,14553,14553,14553,71.5,71.5,71.5,20353,20353,20353,POINT (-74.655514 40.110253),1926,1925,1928,9.47,9.47,9.47,20353,20353,20353,POINT (-74.655514 40.110253),1398,1398,1398,47.65,47.65,47.65,2934,2934,2934,POINT (-74.655514 40.110253)
2021-04-22,NM,35,195990,4025,2573,2573,2573,70.55,70.36,70.75,3647,3643,3651,POINT (-106.108388 34.421369),134,133,135,3.67,3.48,3.87,3647,3643,3651,POINT (-106.108388 34.421369),330,330,330,80.68,80.68,80.68,409,409,409,POINT (-106.108388 34.421369)
2021-04-22,NY,36,2016244,51299,36071,36071,36071,75.26,75.26,75.26,47930,47930,47930,POINT (-75.59655 42.921241),4022,4021,4022,8.39,8.39,8.39,47930,47930,47930,POINT (-75.59655 42.921241),3731,3731,3731,68.71,68.71,68.71,5430,5430,5430,POINT (-75.59655 42.921241)
2021-04-22,NC,37,961474,12534,16740,16740,16740,77.39,77.39,77.39,21631,21631,21631,POINT (-79.130883 35.52603),1212,1212,1212,5.64,5.64,5.64,21631,21631,21631,POINT (-79.130883 35.52603),1951,1951,1951,79.83,79.83,79.83,2444,2444,2444,POINT (-79.130883 35.52603)
2021-04-22,ND,38,106416,1515,1542,1542,1542,76.45,76.45,76.45,2017,2017,2017,POINT (-100.46931 47.446305),116,116,116,5.75,5.75,5.75,2017,2017,2017,POINT (-100.46931 47.446305),130,130,130,66.67,66.67,66.67,195,195,195,POINT (-100.46931 47.446305)
2021-04-22,OH,39,1060119,19033,21057,21050,21064,73.4,73.4,73.4,28690,28690,28690,POINT (-82.70936 40.415534),1722,1715,1729,6.01,6.01,6.01,28690,28690,28690,POINT (-82.70936 40.415534),2887,2885,2889,70.73,70.59,70.86,4082,4081,4083,POINT (-82.70936 40.415534)
2021-04-22,OK,40,446246,6716,6604,6581,6626,70.18,70.18,70.18,9410,9365,9455,POINT (-97.508297 35.583449),280,279,282,3.01,3.01,3.01,9410,9365,9455,POINT (-97.508297 35.583449),742,741,744,74.03,74.03,74.03,1003,1003,1003,POINT (-97.508297 35.583449)
2021-04-22,OR,41,178110,2484,5118,5075,5160,75.14,73.02,77.25,6811,6751,6871,POINT (-120.605279 43.940449),338,337,340,4.97,4.55,5.39,6811,6751,6871,POINT (-120.605279 43.940449),554,551,557,68.78,67.65,69.9,806,802,809,POINT (-120.605279 43.940449)
2021-04-22,PA,42,1128144,25934,24600,24459,24742,81.77,80.34,83.21,30084,29920,30248,POINT (-77.838886 40.896694),3180,3166,3193,10.69,10.24,11.14,30084,29920,30248,POINT (-77.838886 40.896694),3018,2973,3063,82.9,79.02,86.77,3641,3576,3706,POINT (-77.838886 40.896694)
2021-04-22,RI,44,146028,2660,2105,2105,2105,92.45,92.45,92.45,2277,2277,2277,POINT (-71.534637 41.572574),184,184,184,8.08,8.08,8.08,2277,2277,2277,POINT (-71.534637 41.572574),137,137,137,86.16,86.16,86.16,159,159,159,POINT (-71.534637 41.572574)
2021-04-22,SC,45,572248,9388,7252,6730,7774,79.97,79.97,79.97,9068,8435,9701,POINT (-80.864614 33.878572),464,440,488,5.12,5.12,5.12,9068,8435,9701,POINT (-80.864614 33.878572),855,770,940,73.39,73.39,73.39,1165,1054,1276,POINT (-80.864614 33.878572)
2021-04-22,SD,46,121651,1956,1451,1450,1452,61.77,61.77,61.77,2349,2349,2349,POINT (-100.230491 44.43614),115,115,115,4.9,4.9,4.9,2349,2349,2349,POINT (-100.230491 44.43614),143,143,143,63.27,63.27,63.27,226,226,226,POINT (-100.230491 44.43614)
2021-04-22,TN,47,825274,12035,12535,12535,12535,71.06,71.06,71.06,17639,17639,17639,POINT (-86.343226 35.842998),913,913,913,5.3,5.3,5.3,17639,17639,17639,POINT (-86.343226 35.842998),1712,1709,1715,72.98,72.98,72.98,2346,2346,2346,POINT (-86.343226 35.842998)
2021-04-22,TX,48,2868177,49981,44346,44296,44396,72.73,72.53,72.92,60974,60967,60982,POINT (-99.317341 31.447238),3380,3379,3380,5.56,5.54,5.57,60974,60967,60982,POINT (-99.317341 31.447238),5517,5517,5517,84.46,84.46,84.46,6532,6531,6533,POINT (-99.317341 31.447238)
2021-04-22,UT,49,394398,2178,3202,3202,3202,60.22,60.22,60.22,5317,5317,5317,POINT (-111.678222 39.323779),154,154,154,2.9,2.9,2.9,5317,5317,5317,POINT (-111.678222 39.323779),386,386,386,63.07,63.07,63.07,612,612,612,POINT (-111.678222 39.323779)
2021-04-22,VT,50,22325,243,760,760,760,63.97,63.97,63.97,1188,1188,1188,POINT (-72.662695 44.075252),27,27,27,2.27,2.27,2.27,1188,1188,1188,POINT (-72.662695 44.075252),68,68,68,71.58,71.58,71.58,95,95,95,POINT (-72.662695 44.075252)
2021-04-22,VA,51,650981,10653,11845,11845,11845,73.57,73.57,73.57,16100,16100,16100,POINT (-78.666382 37.510861),1028,1027,1029,6.39,6.39,6.39,16100,16100,16100,POINT (-78.666382 37.510861),1343,1343,1343,70.17,70.17,70.17,1914,1914,1914,POINT (-78.666382 37.510861)
2021-04-22,WA,53,393514,5472,8841,8841,8841,73.43,73.43,73.43,12040,12040,12040,POINT (-120.592492 47.411715),771,771,771,6.4,6.4,6.4,12040,12040,12040,POINT (-120.592492 47.411715),948,948,948,75.36,75.36,75.36,1258,1258,1258,POINT (-120.592492 47.411715)
2021-04-22,WV,54,150288,2808,3943,3943,3943,78.92,78.92,78.92,4996,4996,4996,POINT (-80.613729 38.642579),271,271,271,5.42,5.42,5.42,4996,4996,4996,POINT (-80.613729 38.642579),466,466,466,77.02,77.02,77.02,605,605,605,POINT (-80.613729 38.642579)
2021-04-22,WI,55,654681,7438,7856,7849,7863,65.3,65.3,65.3,12030,12030,12030,POINT (-89.732969 44.639954),407,407,407,3.46,3.46,3.46,12030,12030,12030,POINT (-89.732969 44.639954),914,912,916,57.52,57.52,57.52,1589,1589,1589,POINT (-89.732969 44.639954)
2021-04-22,WY,56,57613,705,580,580,580,40.39,40.39,40.39,1436,1436,1436,POINT (-107.55145 42.999627),28,28,28,1.96,1.96,1.96,1436,1436,1436,POINT (-107.55145 42.999627),48,48,48,37.8,37.8,37.8,127,127,127,POINT (-107.55145 42.999627)
2021-04-23,AL,1,525477,10840,10206,10206,10206,73.16,73.16,73.16,13950,13950,13950,POINT (-86.844516 32.756889),407,407,407,2.92,2.92,2.92,13950,13950,13950,POINT (-86.844516 32.756889),1286,1286,1286,81.14,81.14,81.14,1585,1585,1585,POINT (-86.844516 32.756889)
2021-04-23,AK,2,66518,318,851,851,851,57.38,57.38,57.38,1483,1483,1483,POINT (-151.631889 63.631126),41,41,41,2.76,2.76,2.76,1483,1483,1483,POINT (-151.631889 63.631126),94,94,94,67.63,67.63,67.63,139,139,139,POINT (-151.631889 63.631126)
2021-04-23,AZ,4,857347,17238,9718,9715,9722,68.71,68.55,68.88,14144,14131,14157,POINT (-111.664616 34.293239),571,569,573,4.04,3.87,4.22,14144,14131,14157,POINT (-111.664616 34.293239),1098,1098,1098,50.72,50.71,50.72,2165,2165,2165,POINT (-111.664616 34.293239)
2021-04-23,AR,5,334458,5716,5390,5388,5392,70.24,70.24,70.24,7674,7674,7674,POINT (-92.439162 34.899825),185,185,185,2.41,2.41,2.41,7674,7674,7674,POINT (-92.439162 34.899825),670,670,670,67.2,67.2,67.2,997,997,997,POINT (-92.439162 34.899825)
2021-04-23,CA,6,3729954,61389,44216,44196,44236,74.83,74.59,75.07,59089,59012,59166,POINT (-119.662127 37.211164),2096,2092,2099,3.55,3.47,3.63,59089,59012,59166,POINT (-119.662127 37.211164),4804,4801,4807,70.72,70.47,70.97,6793,6784,6802,POINT (-119.662127 37.211164)
2021-04-23,CO,8,501502,6368,7164,7164,7164,70.6,70.6,70.6,10147,10147,10147,POINT (-105.547832 38.998552),658,658,658,6.48,6.48,6.48,10147,10147,10147,POINT (-105.547832 38.998552),898,897,900,71.48,71.48,71.48,1257,1257,1257,POINT (-105.547832 38.998552)
2021-04-23,CT,9,334766,8047,6623,6623,6623,84.91,84.91,84.91,7800,7800,7800,POINT (-72.738288 41.575155),519,519,519,6.65,6.65,6.65,7800,7800,7800,POINT (-72.738288 41.575155),617,617,617,59.9,59.9,59.9,1030,1030,1030,POINT (-72.738288 41.575155)
2021-04-23,DE,10,102593,1609,1973,1973,1973,75.25,75.25,75.25,2622,2622,2622,POINT (-75.452394 38.994926),183,183,183,6.98,6.98,6.98,2622,2622,2622,POINT (-75.452394 38.994926),150,150,150,80.65,80.65,80.65,186,186,186,POINT (-75.452394 38.994926)
2021-04-23,DC,11,47141,1099,2217,2217,2217,80.82,80.82,80.82,2743,2743,2743,POINT (-77.016275 38.904785),185,185,185,6.74,6.74,6.74,2743,2743,2743,POINT (-77.016275 38.904785),265,265,265,82.04,82.04,82.04,323,323,323,POINT (-77.016275 38.904785)
2021-04-23,FL,12,2196494,34758,42467,42453,42481,80.53,80.45,80.6,52735,52721,52749,POINT (-82.420978 28.260731),3830,3827,3834,7.4,7.35,7.44,52735,52721,52749,POINT (-82.420978 28.260731),5126,5124,5128,79.55,79.44,79.65,6444,6442,6446,POINT (-82.420978 28.260731)
2021-04-23,GA,13,1067121,19299,15379,15246,15512,79.38,77.84,80.92,19374,19362,19386,POINT (-83.426574 32.638481),1506,1505,1507,7.77,7.72,7.83,19374,19362,19386,POINT (-83.426574 32.638481),2165,2165,2165,78.7,78.7,78.7,2751,2751,2751,POINT (-83.426574 32.638481)
2021-04-23,HI,15,32114,474,1814,1814,1814,73.12,73.12,73.12,2481,2481,2481,POINT (-157.854309 21.361013),60,60,60,2.42,2.42,2.42,2481,2481,2481,POINT (-157.854309 21.361013),146,146,146,66.67,66.67,66.67,219,219,219,POINT (-157.854309 21.361013)
2021-04-23,ID,16,186297,2033,1849,1849,1849,56.54,56.54,56.54,3270,3270,3270,POINT (-114.659366 44.389073),138,138,138,4.22,4.22,4.22,3270,3270,3270,POINT (-114.659366 44.389073),213,213,213,70.07,70.07,70.07,304,304,304,POINT (-114.659366 44.389073)
2021-04-23,IL,17,1319947,24083,20316,20316,20316,70.64,70.64,70.64,28760,28760,28760,POINT (-89.148632 40.124144),2100,2100,2100,7.3,7.3,7.3,28760,28760,28760,POINT (-89.148632 40.124144),2242,2242,2242,65.48,65.48,65.48,3424,3424,3424,POINT (-89.148632 40.124144)
2021-04-23,IN,18,716160,13256,10884,10884,10884,64.47,64.47,64.47,16881,16881,16881,POINT (-86.2818 39.919991),838,838,839,4.97,4.97,4.97,16881,16881,16881,POINT (-86.2818 39.919991),1520,1520,1520,69.5,69.5,69.5,2187,2187,2187,POINT (-86.2818 39.919991)
2021-04-23,IA,19,362334,5907,4852,4852,4852,63.51,63.51,63.51,7640,7640,7640,POINT (-93.500061 42.074659),217,216,218,2.88,2.88,2.88,7640,7640,7640,POINT (-93.500061 42.074659),448,448,448,68.4,68.4,68.4,655,655,655,POINT (-93.500061 42.074659)
2021-04-23,KS,20,309544,5009,4418,4418,4418,56.51,56.51,56.51,7818,7818,7818,POINT (-98.38018 38.484729),188,188,188,2.4,2.4,2.4,7818,7818,7818,POINT (-98.38018 38.484729),552,551,552,67.92,67.92,67.92,812,812,812,POINT (-98.38018 38.484729)
2021-04-23,KY,21,443504,6517,7424,7398,7451,60.38,60.38,60.38,12297,12297,12297,POINT (-85.290484 37.526683),418,418,419,3.4,3.4,3.4,12297,12297,12297,POINT (-85.290484 37.526683),1093,1091,1095,62.1,62.1,62.1,1760,1760,1760,POINT (-85.290484 37.526683)
2021-04-23,LA,22,455541,10336,8466,8464,8467,67.25,67.25,67.25,12588,12588,12588,POINT (-91.840238 30.921314),290,290,290,2.34,2.34,2.34,12588,12588,12588,POINT (-91.840238 30.921314),1138,1136,1139,64.37,64.37,64.37,1767,1767,1767,POINT (-91.840238 30.921314)
2021-04-23,ME,23,59239,771,1988,1988,1988,69.08,69.08,69.08,2878,2878,2878,POINT (-69.06137 45.117911),140,140,140,4.86,4.86,4.86,2878,2878,2878,POINT (-69.06137 45.117911),245,245,245,77.04,76.77,77.32,318,318,318,POINT (-69.06137 45.117911)
2021-04-23,MD,24,441341,8633,8384,8384,8384,84.41,84.41,84.41,9933,9933,9933,POINT (-76.687282 38.946466),1339,1339,1339,13.48,13.48,13.48,9933,9933,9933,POINT (-76.687282 38.946466),1013,1013,1013,78.65,78.65,78.65,1288,1288,1288,POINT (-76.687282 38.946466)
2021-04-23,MA,25,680007,17528,13754,13754,13754,82.14,82.14,82.14,16745,16745,16745,POINT (-71.481104 42.151077),559,559,559,3.34,3.34,3.34,16745,16745,16745,POINT (-71.481104 42.151077),1033,1033,1033,74.37,74.37,74.37,1389,1389,1389,POINT (-71.481104 42.151077)
2021-04-23,MI,26,906038,18272,17004,17003,17004,81.34,81.34,81.34,20904,20904,20904,POINT (-85.730977 44.874798),3840,3840,3840,18.37,18.37,18.37,20904,20904,20904,POINT (-85.730977 44.874798),2306,2306,2306,85.63,85.63,85.63,2693,2693,2693,POINT (-85.730977 44.874798)
2021-04-23,MN,27,564662,7142,7518,7517,7519,77.5,77.5,77.5,9701,9701,9701,POINT (-94.198308 46.349153),759,757,761,7.82,7.82,7.82,9701,9701,9701,POINT (-94.198308 46.349153),754,754,754,79.96,79.96,79.96,943,943,943,POINT (-94.198308 46.349153)
2021-04-23,MS,28,310349,7175,4910,4910,4910,62.44,62.44,62.44,7864,7864,7864,POINT (-89.65344 32.713378),257,257,257,3.27,3.27,3.27,7864,7864,7864,POINT (-89.65344 32.713378),578,578,578,70.15,70.15,70.15,824,824,824,POINT (-89.65344 32.713378)
2021-04-23,MO,29,596543,9172,11341,11341,11341,78.65,78.65,78.65,14419,14419,14419,POINT (-92.477244 38.3675),744,744,744,5.16,5.16,5.16,14419,14419,14419,POINT (-92.477244 38.3675),1336,1336,1336,79.9,79.9,79.9,1672,1672,1672,POINT (-92.477244 38.3675)
2021-04-23,MT,30,107988,1559,1783,1783,1783,62.98,62.98,62.98,2831,2831,2831,POINT (-109.645127 47.033521),58,58,58,2.05,2.05,2.05,2831,2831,2831,POINT (-109.645127 47.033521),137,137,137,62.27,62.27,62.27,220,220,220,POINT (-109.645127 47.033521)
2021-04-23,NE,31,218197,2355,2745,2740,2750,68.07,68.07,68.07,4032,4032,4032,POINT (-99.810595 41.527099),142,142,143,3.61,3.61,3.61,4032,4032,4032,POINT (-99.810595 41.527099),393,393,393,69.07,69.07,69.07,569,569,569,POINT (-99.810595 41.527099)
2021-04-23,NV,32,312840,5422,5248,5246,5249,69.28,69.28,69.28,7575,7575,7575,POINT (-114.916992 39.283294),320,320,320,4.32,4.32,4.32,7575,7575,7575,POINT (-114.916992 39.283294),598,596,600,69.21,69.21,69.21,864,864,864,POINT (-114.916992 39.283294)
2021-04-23,NH,33,93231,1281,2021,2021,2021,72.59,72.59,72.59,2784,2784,2784,POINT (-71.57139 43.680429),112,110,113,4.01,4.01,4.01,2784,2784,2784,POINT (-71.57139 43.680429),174,174,174,61.7,61.7,61.7,282,282,282,POINT (-71.57139 43.680429)
2021-04-23,NJ,34,993414,25328,14438,14438,14438,70.67,70.67,70.67,20430,20430,20430,POINT (-74.655514 40.110253),1903,1903,1903,9.31,9.31,9.31,20430,20430,20430,POINT (-74.655514 40.110253),1392,1392,1392,47.38,47.38,47.38,2938,2938,2938,POINT (-74.655514 40.110253)
2021-04-23,NM,35,196221,4026,2635,2635,2635,72.01,71.84,72.19,3659,3655,3663,POINT (-106.108388 34.421369),122,122,122,3.33,3.3,3.37,3659,3655,3663,POINT (-106.108388 34.421369),319,317,321,78.19,77.21,79.16,408,408,408,POINT (-106.108388 34.421369)
2021-04-23,NY,36,2021094,51361,35705,35689,35721,74.58,74.45,74.72,47873,47843,47903,POINT (-75.59655 42.921241),3923,3921,3925,8.19,8.15,8.24,47873,47843,47903,POINT (-75.59655 42.921241),3653,3651,3655,67.32,67.19,67.45,5426,5423,5429,POINT (-75.59655 42.921241)
2021-04-23,NC,37,963468,12552,16478,16478,16478,76.41,76.41,76.41,21564,21564,21564,POINT (-79.130883 35.52603),1195,1195,1195,5.57,5.57,5.57,21564,21564,21564,POINT (-79.130883 35.52603),1921,1919,1923,78.73,78.73,78.73,2440,2440,2440,POINT (-79.130883 35.52603)
2021-04-23,ND,38,106568,1517,1528,1519,1537,75.79,74.27,77.32,2016,2003,2029,POINT (-100.46931 47.446305),116,116,116,5.75,5.42,6.08,2016,2003,2029,POINT (-100.46931 47.446305),125,125,125,62.81,62.81,62.81,199,199,199,POINT (-100.46931 47.446305)
2021-04-23,OH,39,1061907,19122,20824,20817,20831,72.72,72.72,72.72,28634,28634,28634,POINT (-82.70936 40.415534),1701,1699,1703,5.95,5.95,5.95,28634,28634,28634,POINT (-82.70936 40.415534),2854,2854,2854,70.14,70.14,70.14,4069,4069,4069,POINT (-82.70936 40.415534)
2021-04-23,OK,40,446550,6716,6478,6454,6502,69.08,68.91,69.25,9378,9331,9425,POINT (-97.508297 35.583449),279,278,280,3.01,2.96,3.06,9378,9331,9425,POINT (-97.508297 35.583449),746,746,746,74.45,74.45,74.45,1002,1002,1002,POINT (-97.508297 35.583449)
2021-04-23,OR,41,179124,2493,5064,5064,5064,74.98,74.98,74.98,6754,6754,6754,POINT (-120.605279 43.940449),346,346,346,5.12,5.12,5.12,6754,6754,6754,POINT (-120.605279 43.940449),553,553,553,69.74,69.74,69.74,793,793,793,POINT (-120.605279 43.940449)
2021-04-23,PA,42,1132212,25990,24370,24325,24416,81.04,80.52,81.55,30073,30008,30138,POINT (-77.838886 40.896694),3137,3126,3147,10.55,10.29,10.81,30073,30008,30138,POINT (-77.838886 40.896694),3028,2991,3066,82.35,79.13,85.56,3678,3620,3735,POINT (-77.838886 40.896694)
2021-04-23,RI,44,146324,2660,2072,2072,2072,92.29,92.29,92.29,2245,2245,2245,POINT (-71.534637 41.572574),182,182,182,8.11,8.11,8.11,2245,2245,2245,POINT (-71.534637 41.572574),134,134,134,91.16,91.16,91.16,147,147,147,POINT (-71.534637 41.572574)
2021-04-23,SC,45,573225,9404,7099,6577,7621,78.27,78.27,78.27,9070,8437,9703,POINT (-80.864614 33.878572),486,462,510,5.36,5.36,5.36,9070,8437,9703,POINT (-80.864614 33.878572),839,754,924,71.89,71.89,71.89,1167,1056,1278,POINT (-80.864614 33.878572)
2021-04-23,SD,46,121850,1957,1424,1424,1424,60.62,60.62,60.62,2349,2349,2349,POINT (-100.230491 44.43614),102,102,102,4.34,4.34,4.34,2349,2349,2349,POINT (-100.230491 44.43614),138,138,138,60.79,60.79,60.79,227,227,227,POINT (-100.230491 44.43614)
2021-04-23,TN,47,826550,12045,12342,12341,12342,69.96,69.96,69.96,17642,17642,17642,POINT (-86.343226 35.842998),902,901,902,5.23,5.23,5.23,17642,17642,17642,POINT (-86.343226 35.842998),1696,1696,1696,72.17,72.17,72.17,2350,2350,2350,POINT (-86.343226 35.842998)
2021-04-23,TX,48,2870810,50045,43722,43722,43722,72.23,72.23,72.23,60531,60531,60531,POINT (-99.317341 31.447238),3289,3288,3290,5.45,5.45,5.45,60531,60531,60531,POINT (-99.317341 31.447238),5490,5484,5497,84.45,84.15,84.76,6501,6494,6509,POINT (-99.317341 31.447238)
2021-04-23,UT,49,394742,2179,3094,3094,3094,58.22,58.22,58.22,5314,5314,5314,POINT (-111.678222 39.323779),165,165,165,3.11,3.11,3.11,5314,5314,5314,POINT (-111.678222 39.323779),369,369,369,60.29,60.29,60.29,612,612,612,POINT (-111.678222 39.323779)
2021-04-23,VT,50,22416,243,746,746,746,62.79,62.79,62.79,1188,1188,1188,POINT (-72.662695 44.075252),28,28,28,2.36,2.36,2.36,1188,1188,1188,POINT (-72.662695 44.075252),65,65,65,68.42,68.42,68.42,95,95,95,POINT (-72.662695 44.075252)
2021-04-23,VA,51,652321,10666,11774,11774,11774,73.12,73.12,73.12,16102,16102,16102,POINT (-78.666382 37.510861),1010,1009,1011,6.27,6.27,6.27,16102,16102,16102,POINT (-78.666382 37.510861),1347,1347,1347,70.3,70.3,70.3,1916,1916,1916,POINT (-78.666382 37.510861)
2021-04-23,WA,53,395354,5477,9028,9028,9028,74.37,74.37,74.37,12139,12139,12139,POINT (-120.592492 47.411715),820,813,828,6.76,6.76,6.76,12139,12139,12139,POINT (-120.592492 47.411715),1012,1010,1013,78.17,78.17,78.17,1294,1294,1294,POINT (-120.592492 47.411715)
2021-04-23,WV,54,150693,2813,3880,3880,3880,78.42,78.42,78.42,4948,4948,4948,POINT (-80.613729 38.642579),269,269,269,5.44,5.44,5.44,4948,4948,4948,POINT (-80.613729 38.642579),458,458,458,75.7,75.7,75.7,605,605,605,POINT (-80.613729 38.642579)
2021-04-23,WI,55,655560,7452,8019,8019,8019,66.56,66.56,66.56,12047,12047,12047,POINT (-89.732969 44.639954),421,420,422,3.57,3.57,3.57,12047,12047,12047,POINT (-89.732969 44.639954),925,925,925,58.29,58.29,58.29,1587,1587,1587,POINT (-89.732969 44.639954)
2021-04-23,WY,56,57696,705,570,569,572,39.73,38.75,40.7,1436,1426,1446,POINT (-107.55145 42.999627),29,29,29,2.03,1.81,2.25,1436,1426,1446,POINT (-107.55145 42.999627),45,44,46,35.43,32.59,38.27,127,126,128,POINT (-107.55145 42.999627)
2021-04-24,AL,1,525898,10851,9625,9625,9625,69.14,69.14,69.14,13922,13922,13922,POINT (-86.844516 32.756889),434,434,434,3.12,3.12,3.12,13922,13922,13922,POINT (-86.844516 32.756889),1250,1249,1250,78.49,78.49,78.49,1592,1592,1592,POINT (-86.844516 32.756889)
2021-04-24,AK,2,66518,318,857,857,857,57.67,57.67,57.67,1486,1486,1486,POINT (-151.631889 63.631126),41,41,41,2.76,2.76,2.76,1486,1486,1486,POINT (-151.631889 63.631126),96,96,96,69.57,69.57,69.57,138,138,138,POINT (-151.631889 63.631126)
2021-04-24,AZ,4,858076,17260,9432,9357,9508,67.57,65.94,69.19,13960,13878,14041,POINT (-111.664616 34.293239),556,551,561,3.98,3.56,4.41,13960,13878,14041,POINT (-111.664616 34.293239),1103,1090,1115,51.52,49.53,53.51,2140,2123,2158,POINT (-111.664616 34.293239)
2021-04-24,AR,5,334642,5717,5088,5088,5088,66.86,66.86,66.86,7610,7610,7610,POINT (-92.439162 34.899825),181,181,181,2.38,2.38,2.38,7610,7610,7610,POINT (-92.439162 34.899825),667,667,667,66.63,66.63,66.63,1001,993,1009,POINT (-92.439162 34.899825)
2021-04-24,CA,6,3730328,61427,43247,43206,43287,72.12,71.63,72.6,59969,59808,60130,POINT (-119.662127 37.211164),2036,2030,2043,3.4,3.24,3.55,59969,59808,60130,POINT (-119.662127 37.211164),4729,4725,4733,69.64,69.32,69.96,6791,6780,6802,POINT (-119.662127 37.211164)
2021-04-24,CO,8,502704,6381,6845,6845,6845,67.24,67.24,67.24,10180,10180,10180,POINT (-105.547832 38.998552),651,651,651,6.39,6.39,6.39,10180,10180,10180,POINT (-105.547832 38.998552),882,882,882,69.72,69.72,69.72,1265,1265,1265,POINT (-105.547832 38.998552)
2021-04-24,CT,9,334766,8047,6363,6363,6363,81.66,81.66,81.66,7792,7792,7792,POINT (-72.738288 41.575155),502,501,503,6.44,6.44,6.44,7792,7792,7792,POINT (-72.738288 41.575155),589,587,591,57.18,57.18,57.18,1030,1030,1030,POINT (-72.738288 41.575155)
2021-04-24,DE,10,102927,1615,1868,1868,1868,71.93,71.93,71.93,2597,2597,2597,POINT (-75.452394 38.994926),194,194,194,7.47,7.47,7.47,2597,2597,2597,POINT (-75.452394 38.994926),153,153,153,82.26,82.26,82.26,186,186,186,POINT (-75.452394 38.994926)
2021-04-24,DC,11,47219,1099,2127,2127,2127,77.97,77.97,77.97,2728,2728,2728,POINT (-77.016275 38.904785),177,177,177,6.49,6.49,6.49,2728,2728,2728,POINT (-77.016275 38.904785),255,255,255,83.06,83.06,83.06,307,307,307,POINT (-77.016275 38.904785)
2021-04-24,FL,12,2203905,34811,40686,40686,40686,77.87,77.87,77.87,52246,52246,52246,POINT (-82.420978 28.260731),3729,3729,3729,7.27,7.27,7.27,52246,52246,52246,POINT (-82.420978 28.260731),4976,4959,4993,77.92,77.92,77.92,6386,6386,6386,POINT (-82.420978 28.260731)
2021-04-24,GA,13,1068594,19355,14884,14710,15058,76.93,74.88,78.99,19347,19327,19367,POINT (-83.426574 32.638481),1425,1425,1425,7.37,7.31,7.42,19347,19327,19367,POINT (-83.426574 32.638481),2158,2156,2160,78.42,78.22,78.61,2752,2750,2754,POINT (-83.426574 32.638481)
2021-04-24,HI,15,32165,475,1784,1784,1784,71.91,71.91,71.91,2481,2481,2481,POINT (-157.854309 21.361013),56,56,56,2.26,2.26,2.26,2481,2481,2481,POINT (-157.854309 21.361013),142,142,142,64.55,64.55,64.55,220,220,220,POINT (-157.854309 21.361013)
