date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,geocoded_state_x,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,geocoded_state_y,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied,geocoded_state
2021-04-08,MD,24,422009,8410,8418,8418,8418,87.02,87.02,87.02,9674,9674,9674,POINT (-76.687282 38.946466),1453,1453,1453,15.02,15.02,15.02,9674,9674,9674,POINT (-76.687282 38.946466),1029,1029,1029,80.33,80.33,80.33,1281,1281,1281,POINT (-76.687282 38.946466)
2021-04-08,MA,25,652966,17366,13813,13813,13813,82.29,82.29,82.29,16786,16786,16786,POINT (-71.481104 42.151077),643,642,644,3.83,3.83,3.83,16786,16786,16786,POINT (-71.481104 42.151077),1035,1035,1035,74.62,74.62,74.62,1387,1387,1387,POINT (-71.481104 42.151077)
2021-04-08,MI,26,803765,17440,17226,17226,17226,81.26,81.26,81.26,21198,21198,21198,POINT (-85.730977 44.874798),3712,3712,3712,17.51,17.51,17.51,21198,21198,21198,POINT (-85.730977 44.874798),2137,2137,2137,84.0,84.0,84.0,2544,2544,2544,POINT (-85.730977 44.874798)
2021-04-08,MN,27,535260,7000,7592,7588,7596,78.2,78.2,78.2,9709,9709,9709,POINT (-94.198308 46.349153),699,699,699,7.2,7.2,7.2,9709,9709,9709,POINT (-94.198308 46.349153),730,730,730,78.92,78.92,78.92,925,925,925,POINT (-94.198308 46.349153)
2021-04-08,MS,28,306851,7082,4858,4852,4864,61.94,61.59,62.3,7843,7828,7858,POINT (-89.65344 32.713378),241,241,241,3.07,2.99,3.16,7843,7828,7858,POINT (-89.65344 32.713378),576,573,579,70.16,69.42,70.9,821,821,821,POINT (-89.65344 32.713378)
2021-04-08,MO,29,593771,9001,11444,11444,11444,79.56,79.56,79.56,14384,14384,14384,POINT (-92.477244 38.3675),802,802,802,5.58,5.58,5.58,14384,14384,14384,POINT (-92.477244 38.3675),1313,1312,1314,80.45,80.45,80.45,1632,1632,1632,POINT (-92.477244 38.3675)
2021-04-08,MT,30,105883,1496,1776,1776,1776,62.1,62.1,62.1,2860,2860,2860,POINT (-109.645127 47.033521),38,38,38,1.33,1.33,1.33,2860,2860,2860,POINT (-109.645127 47.033521),122,122,122,55.45,55.45,55.45,220,220,220,POINT (-109.645127 47.033521)
2021-04-08,NE,31,213188,2315,2802,2801,2803,69.56,69.56,69.56,4028,4028,4028,POINT (-99.810595 41.527099),190,190,190,4.81,4.81,4.81,4028,4028,4028,POINT (-99.810595 41.527099),402,402,402,70.9,70.9,70.9,567,567,567,POINT (-99.810595 41.527099)
2021-04-08,NV,32,306315,5313,5430,5430,5430,71.63,71.63,71.63,7581,7581,7581,POINT (-114.916992 39.283294),308,308,308,4.15,4.15,4.15,7581,7581,7581,POINT (-114.916992 39.283294),614,614,614,70.66,70.66,70.66,869,869,869,POINT (-114.916992 39.283294)
2021-04-08,NH,33,87441,1251,2045,2045,2045,73.35,73.35,73.35,2788,2788,2788,POINT (-71.57139 43.680429),107,107,107,3.84,3.84,3.84,2788,2788,2788,POINT (-71.57139 43.680429),185,185,185,65.6,65.6,65.6,282,282,282,POINT (-71.57139 43.680429)
2021-04-08,NJ,34,942311,24783,14546,14546,14546,71.53,71.53,71.53,20336,20336,20336,POINT (-74.655514 40.110253),2349,2349,2349,11.55,11.55,11.55,20336,20336,20336,POINT (-74.655514 40.110253),1392,1392,1392,47.56,47.56,47.56,2927,2927,2927,POINT (-74.655514 40.110253)
2021-04-08,NM,35,193247,3976,2607,2607,2607,71.13,71.13,71.13,3665,3665,3665,POINT (-106.108388 34.421369),119,119,119,3.25,3.25,3.25,3665,3665,3665,POINT (-106.108388 34.421369),333,333,333,82.02,82.02,82.02,406,406,406,POINT (-106.108388 34.421369)
2021-04-08,NY,36,1932145,50388,35684,35684,35684,74.36,74.36,74.36,47988,47988,47988,POINT (-75.59655 42.921241),5070,5070,5070,10.57,10.57,10.57,47988,47988,47988,POINT (-75.59655 42.921241),3734,3734,3734,68.82,68.82,68.82,5426,5426,5426,POINT (-75.59655 42.921241)
2021-04-08,NC,37,932887,12250,16334,16332,16336,75.41,75.41,75.41,21659,21659,21659,POINT (-79.130883 35.52603),1025,1020,1030,4.76,4.76,4.76,21659,21659,21659,POINT (-79.130883 35.52603),1891,1891,1891,76.96,76.96,76.96,2457,2457,2457,POINT (-79.130883 35.52603)
2021-04-08,ND,38,104395,1499,1446,1446,1446,70.85,70.85,70.85,2041,2041,2041,POINT (-100.46931 47.446305),92,92,92,4.51,4.51,4.51,2041,2041,2041,POINT (-100.46931 47.446305),118,118,118,60.82,60.82,60.82,194,194,194,POINT (-100.46931 47.446305)
2021-04-08,OH,39,1033606,18741,20745,20745,20745,72.38,72.38,72.38,28661,28661,28661,POINT (-82.70936 40.415534),1686,1684,1689,5.9,5.9,5.9,28661,28661,28661,POINT (-82.70936 40.415534),2785,2785,2785,69.0,69.0,69.0,4036,4036,4036,POINT (-82.70936 40.415534)
2021-04-08,OK,40,442389,6669,6436,6415,6456,68.24,67.35,69.14,9430,9389,9471,POINT (-97.508297 35.583449),274,273,275,2.95,2.77,3.13,9430,9389,9471,POINT (-97.508297 35.583449),759,758,760,75.3,75.15,75.45,1008,1008,1008,POINT (-97.508297 35.583449)
2021-04-08,OR,41,168795,2450,5073,5073,5073,74.99,74.99,74.99,6765,6765,6765,POINT (-120.605279 43.940449),251,251,251,3.71,3.71,3.71,6765,6765,6765,POINT (-120.605279 43.940449),510,508,511,64.58,64.58,64.58,789,789,789,POINT (-120.605279 43.940449)
2021-04-08,PA,42,1064568,25380,24046,24046,24046,83.97,83.97,83.97,28635,28635,28635,POINT (-77.838886 40.896694),2861,2853,2869,10.13,10.13,10.13,28635,28635,28635,POINT (-77.838886 40.896694),2988,2976,3001,82.28,81.26,83.31,3632,3618,3646,POINT (-77.838886 40.896694)
2021-04-08,RI,44,140534,2636,2053,1869,2237,91.12,67.8,114.44,2253,2066,2440,POINT (-71.534637 41.572574),177,177,177,7.86,3.2,12.51,2253,2066,2440,POINT (-71.534637 41.572574),133,133,133,84.71,84.71,84.71,157,157,157,POINT (-71.534637 41.572574)
2021-04-08,SC,45,559597,9237,7582,7582,7582,76.83,76.83,76.83,9869,9869,9869,POINT (-80.864614 33.878572),489,489,489,4.95,4.95,4.95,9869,9869,9869,POINT (-80.864614 33.878572),924,924,924,70.86,70.86,70.86,1304,1304,1304,POINT (-80.864614 33.878572)
2021-04-08,SD,46,119197,1939,1394,1393,1394,59.32,59.32,59.32,2349,2349,2349,POINT (-100.230491 44.43614),96,96,97,4.11,4.11,4.11,2349,2349,2349,POINT (-100.230491 44.43614),115,115,115,50.88,50.88,50.88,226,226,226,POINT (-100.230491 44.43614)
2021-04-08,TN,47,806768,11895,12287,12171,12403,69.84,69.84,69.84,17592,17592,17592,POINT (-86.343226 35.842998),906,904,908,5.27,5.27,5.27,17592,17592,17592,POINT (-86.343226 35.842998),1712,1712,1712,73.22,73.22,73.22,2338,2338,2338,POINT (-86.343226 35.842998)
2021-04-08,TX,48,2820137,49171,44725,44705,44744,72.49,72.41,72.57,61698,61689,61708,POINT (-99.317341 31.447238),3308,3307,3309,5.38,5.36,5.39,61698,61689,61708,POINT (-99.317341 31.447238),5738,5737,5738,83.59,83.59,83.59,6864,6864,6864,POINT (-99.317341 31.447238)
2021-04-08,UT,49,388970,2149,3089,3089,3089,58.28,58.28,58.28,5300,5300,5300,POINT (-111.678222 39.323779),140,139,140,2.63,2.63,2.63,5300,5300,5300,POINT (-111.678222 39.323779),363,362,364,59.7,59.7,59.7,608,608,608,POINT (-111.678222 39.323779)
2021-04-08,VT,50,20669,230,781,781,781,66.02,66.02,66.02,1183,1183,1183,POINT (-72.662695 44.075252),30,30,30,2.54,2.54,2.54,1183,1183,1183,POINT (-72.662695 44.075252),66,66,66,68.04,68.04,68.04,97,97,97,POINT (-72.662695 44.075252)
2021-04-08,VA,51,631083,10436,11735,11735,11735,73.07,73.07,73.07,16061,16061,16061,POINT (-78.666382 37.510861),1035,1035,1035,6.44,6.44,6.44,16061,16061,16061,POINT (-78.666382 37.510861),1339,1339,1339,69.99,69.99,69.99,1913,1913,1913,POINT (-78.666382 37.510861)
2021-04-08,WA,53,375381,5367,8535,8535,8535,71.29,71.29,71.29,11972,11916,12027,POINT (-120.592492 47.411715),596,581,610,4.97,3.88,6.07,11972,11916,12027,POINT (-120.592492 47.411715),928,927,930,72.26,72.26,72.26,1285,1285,1285,POINT (-120.592492 47.411715)
2021-04-08,WV,54,144820,2735,3909,3909,3909,79.03,79.03,79.03,4946,4946,4946,POINT (-80.613729 38.642579),284,284,284,5.74,5.74,5.74,4946,4946,4946,POINT (-80.613729 38.642579),468,468,469,77.18,77.18,77.18,607,607,607,POINT (-80.613729 38.642579)
2021-04-08,WI,55,642966,7371,7992,7976,8007,66.12,66.12,66.12,12086,12086,12086,POINT (-89.732969 44.639954),349,346,352,2.95,2.95,2.95,12086,12086,12086,POINT (-89.732969 44.639954),920,920,920,57.9,57.9,57.9,1589,1589,1589,POINT (-89.732969 44.639954)
2021-04-08,WY,56,56802,701,599,599,599,41.71,41.71,41.71,1436,1436,1436,POINT (-107.55145 42.999627),26,25,28,1.86,1.86,1.86,1436,1436,1436,POINT (-107.55145 42.999627),48,48,48,37.8,37.8,37.8,127,127,127,POINT (-107.55145 42.999627)
2021-04-09,AL,1,518234,10686,10126,10126,10126,72.77,72.77,72.77,13916,13916,13916,POINT (-86.844516 32.756889),381,381,381,2.74,2.74,2.74,13916,13916,13916,POINT (-86.844516 32.756889),1296,1295,1298,82.27,82.27,82.27,1576,1576,1576,POINT (-86.844516 32.756889)
2021-04-09,AK,2,64259,299,837,828,846,56.48,56.48,56.48,1482,1482,1482,POINT (-151.631889 63.631126),42,42,42,2.83,2.83,2.83,1482,1482,1482,POINT (-151.631889 63.631126),88,88,88,65.19,65.19,65.19,135,135,135,POINT (-151.631889 63.631126)
2021-04-09,AZ,4,848217,17062,9544,9544,9544,67.63,67.63,67.63,14113,14113,14113,POINT (-111.664616 34.293239),525,525,525,3.72,3.72,3.72,14113,14113,14113,POINT (-111.664616 34.293239),1066,1066,1066,49.22,49.22,49.22,2166,2166,2166,POINT (-111.664616 34.293239)
2021-04-09,AR,5,331882,5661,5364,5364,5364,69.64,69.64,69.64,7702,7702,7702,POINT (-92.439162 34.899825),201,201,201,2.61,2.61,2.61,7702,7702,7702,POINT (-92.439162 34.899825),692,691,693,68.24,68.24,68.24,1014,1014,1014,POINT (-92.439162 34.899825)
2021-04-09,CA,6,3693793,60271,43546,43546,43546,74.02,74.02,74.02,58827,58827,58827,POINT (-119.662127 37.211164),2147,2144,2150,3.65,3.65,3.65,58827,58827,58827,POINT (-119.662127 37.211164),4750,4745,4755,69.43,69.23,69.64,6841,6836,6846,POINT (-119.662127 37.211164)
2021-04-09,CO,8,478535,6203,6567,6564,6570,64.64,64.64,64.64,10159,10159,10159,POINT (-105.547832 38.998552),471,470,472,4.64,4.64,4.64,10159,10159,10159,POINT (-105.547832 38.998552),828,828,828,66.72,66.72,66.72,1241,1241,1241,POINT (-105.547832 38.998552)
2021-04-09,CT,9,321586,7944,6271,6271,6271,80.15,80.15,80.15,7824,7824,7824,POINT (-72.738288 41.575155),590,590,590,7.54,7.54,7.54,7824,7824,7824,POINT (-72.738288 41.575155),631,631,631,60.91,60.91,60.91,1036,1036,1036,POINT (-72.738288 41.575155)
2021-04-09,DE,10,97784,1573,1916,1916,1916,73.33,73.33,73.33,2613,2613,2613,POINT (-75.452394 38.994926),189,189,189,7.23,7.23,7.23,2613,2613,2613,POINT (-75.452394 38.994926),155,155,155,83.33,83.33,83.33,186,186,186,POINT (-75.452394 38.994926)
2021-04-09,DC,11,45634,1079,2108,2108,2108,77.19,77.19,77.19,2731,2731,2731,POINT (-77.016275 38.904785),181,181,181,6.63,6.63,6.63,2731,2731,2731,POINT (-77.016275 38.904785),275,275,275,84.88,84.88,84.88,324,324,324,POINT (-77.016275 38.904785)
2021-04-09,FL,12,2111799,33967,41711,41711,41711,79.22,79.22,79.22,52650,52650,52650,POINT (-82.420978 28.260731),3516,3514,3519,6.8,6.8,6.8,52650,52650,52650,POINT (-82.420978 28.260731),5111,5111,5111,79.28,79.28,79.28,6447,6447,6447,POINT (-82.420978 28.260731)
2021-04-09,GA,13,1047385,18825,14515,14283,14747,76.74,76.74,76.74,19243,19243,19243,POINT (-83.426574 32.638481),1392,1391,1393,7.23,7.23,7.23,19243,19243,19243,POINT (-83.426574 32.638481),2144,2144,2144,77.01,77.01,77.01,2784,2784,2784,POINT (-83.426574 32.638481)
2021-04-09,HI,15,30844,467,1734,1734,1734,69.78,69.78,69.78,2485,2485,2485,POINT (-157.854309 21.361013),57,57,57,2.29,2.29,2.29,2485,2485,2485,POINT (-157.854309 21.361013),132,132,132,60.0,60.0,60.0,220,220,220,POINT (-157.854309 21.361013)
2021-04-09,ID,16,183255,1995,1765,1765,1765,54.31,54.31,54.31,3250,3250,3250,POINT (-114.659366 44.389073),157,157,157,4.83,4.83,4.83,3250,3250,3250,POINT (-114.659366 44.389073),185,185,185,59.68,59.68,59.68,310,310,310,POINT (-114.659366 44.389073)
2021-04-09,IL,17,1276891,23762,20131,20131,20131,70.11,70.11,70.11,28715,28715,28715,POINT (-89.148632 40.124144),1848,1846,1849,6.43,6.43,6.43,28715,28715,28715,POINT (-89.148632 40.124144),2193,2190,2196,64.05,63.78,64.32,3424,3422,3426,POINT (-89.148632 40.124144)
2021-04-09,IN,18,699472,13131,10719,10719,10719,63.5,63.5,63.5,16881,16881,16881,POINT (-86.2818 39.919991),782,776,788,4.63,4.63,4.63,16881,16881,16881,POINT (-86.2818 39.919991),1494,1493,1494,67.67,67.47,67.87,2207,2204,2210,POINT (-86.2818 39.919991)
2021-04-09,IA,19,356073,5849,4878,4878,4878,63.49,63.49,63.49,7683,7677,7689,POINT (-93.500061 42.074659),222,222,222,2.93,2.93,2.93,7683,7677,7689,POINT (-93.500061 42.074659),466,466,467,70.05,70.05,70.05,666,666,666,POINT (-93.500061 42.074659)
2021-04-09,KS,20,306518,4938,4516,4515,4516,57.85,57.85,57.85,7805,7805,7805,POINT (-98.38018 38.484729),165,165,165,2.11,2.11,2.11,7805,7805,7805,POINT (-98.38018 38.484729),540,539,542,68.42,68.42,68.42,790,790,790,POINT (-98.38018 38.484729)
2021-04-09,KY,21,435601,6328,7278,7278,7278,59.16,59.16,59.16,12302,12302,12302,POINT (-85.290484 37.526683),394,394,394,3.2,3.2,3.2,12302,12302,12302,POINT (-85.290484 37.526683),1065,1065,1065,60.55,60.55,60.55,1759,1759,1759,POINT (-85.290484 37.526683)
2021-04-09,LA,22,448838,10216,8367,8367,8367,66.72,66.72,66.72,12541,12541,12541,POINT (-91.840238 30.921314),249,249,249,2.02,2.02,2.02,12541,12541,12541,POINT (-91.840238 30.921314),1137,1137,1137,64.93,64.93,64.93,1751,1751,1751,POINT (-91.840238 30.921314)
2021-04-09,ME,23,53434,750,2020,2020,2020,70.38,70.38,70.38,2870,2870,2870,POINT (-69.06137 45.117911),88,88,88,3.07,3.07,3.07,2870,2870,2870,POINT (-69.06137 45.117911),230,230,230,72.56,72.56,72.56,317,317,317,POINT (-69.06137 45.117911)
2021-04-09,MD,24,423849,8424,8335,8335,8335,85.66,85.66,85.66,9730,9730,9730,POINT (-76.687282 38.946466),1446,1446,1446,14.86,14.86,14.86,9730,9730,9730,POINT (-76.687282 38.946466),1021,1021,1021,77.17,77.17,77.17,1323,1323,1323,POINT (-76.687282 38.946466)
2021-04-09,MA,25,655278,17376,13837,13837,13837,82.47,82.47,82.47,16778,16778,16778,POINT (-71.481104 42.151077),618,618,618,3.68,3.68,3.68,16778,16778,16778,POINT (-71.481104 42.151077),1050,1046,1053,76.22,76.22,76.22,1377,1377,1377,POINT (-71.481104 42.151077)
2021-04-09,MI,26,812489,17471,17204,17204,17204,81.2,81.2,81.2,21188,21188,21188,POINT (-85.730977 44.874798),3817,3816,3818,18.01,18.01,18.01,21188,21188,21188,POINT (-85.730977 44.874798),2103,2103,2103,82.57,82.57,82.57,2547,2547,2547,POINT (-85.730977 44.874798)
2021-04-09,MN,27,537906,7010,7731,7729,7733,79.17,79.17,79.17,9765,9765,9765,POINT (-94.198308 46.349153),713,713,713,7.3,7.3,7.3,9765,9765,9765,POINT (-94.198308 46.349153),704,704,704,76.77,76.77,76.77,917,917,917,POINT (-94.198308 46.349153)
2021-04-09,MS,28,307094,7086,4864,4858,4870,62.02,61.66,62.38,7842,7827,7857,POINT (-89.65344 32.713378),247,247,247,3.15,3.08,3.22,7842,7827,7857,POINT (-89.65344 32.713378),588,588,588,71.53,71.53,71.53,822,822,822,POINT (-89.65344 32.713378)
2021-04-09,MO,29,594557,9000,11372,11372,11372,79.43,79.43,79.43,14317,14317,14317,POINT (-92.477244 38.3675),761,761,761,5.32,5.32,5.32,14317,14317,14317,POINT (-92.477244 38.3675),1347,1347,1347,81.59,81.59,81.59,1651,1651,1651,POINT (-92.477244 38.3675)
2021-04-09,MT,30,106104,1521,1789,1789,1789,62.66,62.66,62.66,2855,2855,2855,POINT (-109.645127 47.033521),45,45,45,1.58,1.58,1.58,2855,2855,2855,POINT (-109.645127 47.033521),129,129,129,58.64,58.64,58.64,220,220,220,POINT (-109.645127 47.033521)
2021-04-09,NE,31,213574,2326,2767,2766,2768,68.95,68.95,68.95,4013,4013,4013,POINT (-99.810595 41.527099),185,185,185,4.7,4.7,4.7,4013,4013,4013,POINT (-99.810595 41.527099),383,383,383,67.67,67.67,67.67,566,566,566,POINT (-99.810595 41.527099)
2021-04-09,NV,32,306952,5323,5324,5324,5325,70.26,70.26,70.26,7578,7578,7578,POINT (-114.916992 39.283294),304,301,307,4.1,4.1,4.1,7578,7578,7578,POINT (-114.916992 39.283294),601,601,601,69.24,69.24,69.24,868,868,868,POINT (-114.916992 39.283294)
2021-04-09,NH,33,87978,1253,2010,2010,2010,72.2,72.2,72.2,2784,2784,2784,POINT (-71.57139 43.680429),119,119,119,4.27,4.27,4.27,2784,2784,2784,POINT (-71.57139 43.680429),188,188,188,66.67,66.67,66.67,282,282,282,POINT (-71.57139 43.680429)
2021-04-09,NJ,34,946504,24826,14405,14405,14405,70.8,70.8,70.8,20345,20345,20345,POINT (-74.655514 40.110253),2330,2330,2330,11.45,11.45,11.45,20345,20345,20345,POINT (-74.655514 40.110253),1413,1413,1413,47.93,47.93,47.93,2948,2948,2948,POINT (-74.655514 40.110253)
2021-04-09,NM,35,193368,3978,2522,2521,2522,68.8,68.8,68.8,3665,3665,3665,POINT (-106.108388 34.421369),125,125,125,3.41,3.41,3.41,3665,3665,3665,POINT (-106.108388 34.421369),330,327,333,82.5,82.5,82.5,400,400,400,POINT (-106.108388 34.421369)
2021-04-09,NY,36,1940703,50465,35417,35417,35417,73.85,73.85,73.85,47961,47961,47961,POINT (-75.59655 42.921241),4937,4937,4937,10.29,10.29,10.29,47961,47961,47961,POINT (-75.59655 42.921241),3730,3728,3731,68.86,68.86,68.86,5416,5416,5416,POINT (-75.59655 42.921241)
2021-04-09,NC,37,935163,12273,16085,16085,16085,74.28,74.28,74.28,21654,21654,21654,POINT (-79.130883 35.52603),1017,1017,1017,4.72,4.72,4.72,21654,21654,21654,POINT (-79.130883 35.52603),1858,1856,1860,75.71,75.71,75.71,2454,2454,2454,POINT (-79.130883 35.52603)
2021-04-09,ND,38,104519,1501,1415,1415,1415,70.33,70.33,70.33,2012,2012,2012,POINT (-100.46931 47.446305),101,101,101,5.02,5.02,5.02,2012,2012,2012,POINT (-100.46931 47.446305),121,121,121,61.73,61.73,61.73,196,196,196,POINT (-100.46931 47.446305)
2021-04-09,OH,39,1035552,18827,20725,20725,20725,72.05,72.05,72.05,28763,28763,28763,POINT (-82.70936 40.415534),1652,1651,1652,5.75,5.75,5.75,28763,28763,28763,POINT (-82.70936 40.415534),2777,2775,2779,68.91,68.91,68.91,4030,4030,4030,POINT (-82.70936 40.415534)
2021-04-09,OK,40,442805,6669,6348,6326,6371,67.53,66.5,68.56,9401,9352,9450,POINT (-97.508297 35.583449),275,274,276,2.96,2.73,3.19,9401,9352,9450,POINT (-97.508297 35.583449),756,756,756,75.07,75.07,75.07,1007,1007,1007,POINT (-97.508297 35.583449)
2021-04-09,OR,41,169338,2451,4992,4992,4992,73.74,73.74,73.74,6770,6770,6770,POINT (-120.605279 43.940449),241,241,241,3.56,3.56,3.56,6770,6770,6770,POINT (-120.605279 43.940449),524,524,524,66.33,66.33,66.33,790,790,790,POINT (-120.605279 43.940449)
2021-04-09,PA,42,1069713,25421,24150,24150,24150,83.82,83.82,83.82,28813,28813,28813,POINT (-77.838886 40.896694),2899,2891,2907,10.2,10.2,10.2,28813,28813,28813,POINT (-77.838886 40.896694),3061,3060,3062,83.32,83.32,83.32,3674,3674,3674,POINT (-77.838886 40.896694)
2021-04-09,RI,44,141097,2638,2070,1930,2210,91.51,73.78,109.24,2262,2119,2405,POINT (-71.534637 41.572574),183,183,183,8.09,4.5,11.68,2262,2119,2405,POINT (-71.534637 41.572574),134,134,134,83.49,81.01,85.96,160,158,163,POINT (-71.534637 41.572574)
2021-04-09,SC,45,560762,9248,7549,7549,7549,76.56,76.56,76.56,9860,9860,9860,POINT (-80.864614 33.878572),505,505,505,5.12,5.12,5.12,9860,9860,9860,POINT (-80.864614 33.878572),949,949,949,73.06,73.06,73.06,1299,1299,1299,POINT (-80.864614 33.878572)
2021-04-09,SD,46,119467,1946,1421,1421,1421,60.49,60.49,60.49,2349,2349,2349,POINT (-100.230491 44.43614),98,98,98,4.17,4.17,4.17,2349,2349,2349,POINT (-100.230491 44.43614),123,123,123,54.42,54.42,54.42,226,226,226,POINT (-100.230491 44.43614)
2021-04-09,TN,47,807921,11900,12261,12261,12261,69.69,69.69,69.69,17594,17594,17594,POINT (-86.343226 35.842998),840,831,848,4.89,4.89,4.89,17594,17594,17594,POINT (-86.343226 35.842998),1715,1715,1715,73.35,73.35,73.35,2338,2338,2338,POINT (-86.343226 35.842998)
2021-04-09,TX,48,2823378,49277,44289,44128,44450,72.54,71.78,73.3,61055,60896,61214,POINT (-99.317341 31.447238),3277,3269,3285,5.38,5.21,5.55,61055,60896,61214,POINT (-99.317341 31.447238),5733,5723,5743,84.64,84.23,85.04,6774,6765,6782,POINT (-99.317341 31.447238)
2021-04-09,UT,49,389414,2157,3108,3108,3108,58.63,58.63,58.63,5301,5301,5301,POINT (-111.678222 39.323779),140,140,140,2.64,2.64,2.64,5301,5301,5301,POINT (-111.678222 39.323779),360,360,360,59.11,59.11,59.11,609,609,609,POINT (-111.678222 39.323779)
2021-04-09,VT,50,20815,231,772,772,772,65.26,65.26,65.26,1183,1183,1183,POINT (-72.662695 44.075252),30,30,30,2.54,2.54,2.54,1183,1183,1183,POINT (-72.662695 44.075252),65,65,65,67.01,67.01,67.01,97,97,97,POINT (-72.662695 44.075252)
2021-04-09,VA,51,632625,10451,11678,11678,11678,72.47,72.47,72.47,16115,16115,16115,POINT (-78.666382 37.510861),1029,1029,1029,6.39,6.39,6.39,16115,16115,16115,POINT (-78.666382 37.510861),1359,1359,1359,71.11,71.11,71.11,1911,1911,1911,POINT (-78.666382 37.510861)
2021-04-09,WA,53,376812,5373,8464,8391,8536,69.08,66.67,71.48,12252,12110,12395,POINT (-120.592492 47.411715),683,683,683,5.57,5.57,5.57,12252,12110,12395,POINT (-120.592492 47.411715),971,961,981,72.76,70.08,75.44,1334,1318,1351,POINT (-120.592492 47.411715)
2021-04-09,WV,54,145299,2737,3923,3923,3923,79.41,79.41,79.41,4940,4940,4940,POINT (-80.613729 38.642579),281,280,282,5.69,5.69,5.69,4940,4940,4940,POINT (-80.613729 38.642579),456,456,456,75.12,75.12,75.12,607,607,607,POINT (-80.613729 38.642579)
2021-04-09,WI,55,644160,7376,7963,7958,7968,65.98,65.98,65.98,12068,12068,12068,POINT (-89.732969 44.639954),362,362,362,3.07,3.07,3.07,12068,12068,12068,POINT (-89.732969 44.639954),903,902,904,56.83,56.83,56.83,1589,1589,1589,POINT (-89.732969 44.639954)
2021-04-09,WY,56,56873,701,586,586,586,40.81,40.81,40.81,1436,1436,1436,POINT (-107.55145 42.999627),25,25,25,1.75,1.75,1.75,1436,1436,1436,POINT (-107.55145 42.999627),47,47,47,37.01,37.01,37.01,127,127,127,POINT (-107.55145 42.999627)
2021-04-10,AL,1,518588,10712,9475,9475,9475,68.29,68.29,68.29,13874,13874,13874,POINT (-86.844516 32.756889),411,409,413,2.96,2.96,2.96,13874,13874,13874,POINT (-86.844516 32.756889),1251,1248,1254,79.48,79.48,79.48,1574,1574,1574,POINT (-86.844516 32.756889)
2021-04-10,AK,2,64259,299,830,829,831,56.12,56.12,56.12,1479,1479,1479,POINT (-151.631889 63.631126),49,49,49,3.31,3.31,3.31,1479,1479,1479,POINT (-151.631889 63.631126),86,86,86,63.7,63.7,63.7,135,135,135,POINT (-151.631889 63.631126)
2021-04-10,AZ,4,849022,17092,9199,9124,9274,65.92,64.3,67.55,13954,13874,14035,POINT (-111.664616 34.293239),502,497,507,3.6,3.16,4.04,13954,13874,14035,POINT (-111.664616 34.293239),1037,1025,1050,48.45,46.43,50.47,2141,2123,2158,POINT (-111.664616 34.293239)
2021-04-10,AR,5,332053,5661,5041,5041,5041,66.4,66.4,66.4,7592,7592,7592,POINT (-92.439162 34.899825),201,201,201,2.65,2.65,2.65,7592,7592,7592,POINT (-92.439162 34.899825),664,664,664,66.27,66.27,66.27,1002,1002,1002,POINT (-92.439162 34.899825)
2021-04-10,CA,6,3696770,60360,42498,42395,42600,72.71,72.29,73.13,58446,58412,58479,POINT (-119.662127 37.211164),2114,2112,2117,3.62,3.57,3.67,58446,58412,58479,POINT (-119.662127 37.211164),4702,4698,4706,68.99,68.99,68.99,6815,6815,6815,POINT (-119.662127 37.211164)
2021-04-10,CO,8,479514,6209,6445,6444,6446,63.35,63.35,63.35,10174,10174,10174,POINT (-105.547832 38.998552),492,492,492,4.84,4.84,4.84,10174,10174,10174,POINT (-105.547832 38.998552),819,819,819,65.52,65.52,65.52,1250,1250,1250,POINT (-105.547832 38.998552)
2021-04-10,CT,9,321586,7944,6132,6132,6132,78.42,78.42,78.42,7819,7819,7819,POINT (-72.738288 41.575155),586,586,586,7.49,7.49,7.49,7819,7819,7819,POINT (-72.738288 41.575155),603,603,603,58.2,58.2,58.2,1036,1036,1036,POINT (-72.738288 41.575155)
2021-04-10,DE,10,98203,1577,1823,1823,1823,69.95,69.95,69.95,2606,2606,2606,POINT (-75.452394 38.994926),181,181,181,6.95,6.95,6.95,2606,2606,2606,POINT (-75.452394 38.994926),150,150,150,80.65,80.65,80.65,186,186,186,POINT (-75.452394 38.994926)
